"","FPKM.brain.tablemaker"
"4630",2.52356
"4631",0.929172
"4632",0
"4633",2.16085
"4634",0
"4635",0
"4636",8.39546
"4637",0
"4638",0
"4639",0
"4640",2.56252
"4641",18.1527
"4642",2.55922
"4643",0
"4644",1.848
"4645",1.89559
"4646",0
"4647",0
"4648",0
"4649",0
"4650",0
"4651",0
"4652",0
"4653",0
"4654",6.59752
"4655",3.96525
"4656",0
"4657",0
"4658",0
"4659",0
"4660",0
"4661",0
"4662",5.39303
"4663",0
"4664",0
"4665",0
"4666",0
"4667",0
"4668",3.35149
"4669",0
"4670",0
"4671",2.95171
"4672",0
"4673",0
"4674",4.18549
"4675",8.70677
"4676",0
"4677",2.50295
"4678",0
"4679",0
"4680",0
"4681",3.94171
"4682",8.07921
"4683",0
"4684",2.57577
"4685",1.28399
"4686",80.1986
"4687",2.26014
"4688",2.36741
"4689",27.0343
"4690",0
"4691",3.1476
"4692",5.65321
"4693",2.48888
"4694",34.356
"4695",0.00206091
"4696",4.38414
"4697",0
"4698",1.1823
"4699",0
"4700",27.6919
"4701",0
"4702",0
"4703",6.05342
"4704",29.1732
"4705",0
"4706",16.5372
"4707",0
"4708",3.31247
"4709",0.72786
"4710",1.29922
"4711",0
"4712",0
"4713",3.80903
"4714",1.50576
"4715",4.41328
"4716",0
"4717",0
"4718",0
"4719",0
"4720",0
"4721",4.61876
"4722",0
"4723",0
"4724",14.0687
"4725",5.96977
"4726",3.51407
"4727",1.17567
"4728",0
"4729",4.28452
"4730",0
"4731",0
"4732",0
"4733",0
"4734",0
"4735",0
"4736",0
"4737",0
"4738",1.69769
"4739",1.48341
"4740",16.8523
"4741",0
"4742",0.00679246
"4743",2.88869
"4744",1.16672
"4745",0
"4746",0.838969
"4747",1.65057
"4748",10.6315
"4749",0
"4750",9.23579
"4751",0
"4752",0
"4753",0
"4754",0
"4755",4.27513
"4756",0.800375
"4757",0.81608
"4758",0
"4759",3.6711
"4760",0
"4761",0
"4762",0
"4763",1.10768
"4764",1.13537
"4765",0
"4766",1.90922
"4767",0
"4768",6.49016
"4769",0
"4770",6.00242
"4771",0
"4772",1.74836
"4773",0
"4774",163.452
"4775",1.3912
"4776",0
"4777",4.94837
"4778",16.2251
"4779",2.60439
"4780",0
"4781",0
"4782",2.2953
"4783",33.2148
"4784",0
"4785",0
"4786",0
"4787",1.92863
"4788",0
"4789",0
"4790",4.75571
"4791",1.79725
"4792",4.73519
"4793",5.9653
"4794",0
"4795",1.06876
"4796",0
"4797",0
"4798",0
"4799",2.48113
"4800",2.72555
"4801",0
"4802",6.25197
"4803",2.81411
"4804",0
"4805",2.91287
"4806",0
"4807",11.3211
"4808",0
"4809",1.00209
"4810",0
"4811",0
"4812",0
"4813",0
"4814",0
"4815",0
"4816",0
"4817",0
"4818",0
"4819",0
"4820",0
"4821",0.992355
"4822",0
"4823",18.8429
"4824",0
"4825",0
"4826",1.52427
"4827",0
"4828",0
"4829",0
"4830",0
"4831",0
"4832",4.2622
"4833",0
"4834",8.19139
"4835",1.63768
"4836",0
"4837",0
"4838",2.21737
"4839",0
"4840",0
"4841",1.63566
"4842",0
"4843",0
"4844",0
"4845",0
"4846",0
"4847",0
"4848",0
"4849",8.00426
"4850",0
"4851",0
"4852",0
"4853",2.81411
"4854",3.34305
"4855",0
"4856",0.290239
"4857",4.54829
"4858",9.5284
"4859",2.95274e-06
"4860",0
"4861",0
"4862",0
"4863",0
"4864",1.48805
"4865",0
"4866",0
"4867",1.86367
"4868",2.20145
"4869",16.1014
"4870",5.08903
"4871",8.32977
"4872",0
"4873",0
"4874",0
"4875",0
"4876",1.7392
"4877",0
"4878",0
"4879",0
"4880",0
"4881",3.02884
"4882",0
"4883",0
"4884",0
"4885",0
"4886",27.7676
"4887",7.18849e-05
"4888",8.39481
"4889",26.5521
"4890",0
"4891",3.46216
"4892",0.173833
"4893",0.508816
"4894",0.60071
"4895",0
"4896",2.14226
"4897",19.9928
"4898",0
"4899",6.32203
"4900",3.74706
"4901",0
"4902",1.90739
"4903",0
"4904",0
"4905",0
"4906",1.44783
"4907",0
"4908",5.13907
"4909",108.137
"4910",0
"4911",0
"4912",16.5186
"4913",0
"4914",0
"4915",29.5837
"4916",0
"4917",0
"4918",0
"4919",0
"4920",8.4067
"4921",0
"4922",0
"4923",0
"4924",0
"4925",0
"4926",0
"4927",0
"4928",8.34785
"4929",9.75219e-05
"4930",0
"4931",2.73867
"4932",0
"4933",4.32227
"4934",0
"4935",0
"4936",0
"4937",47.4658
"4938",0
"4939",0
"4940",56.7386
"4941",0
"4942",0
"4943",0
"4944",0
"4945",0
"4946",0
"4947",0
"4948",0
"4949",4.85898
"4950",8.27859
"4951",0
"4952",0
"4953",80.561
"4954",0.000723521
"4955",0.000693337
"4956",0
"4957",3.03808
"4958",15.1745
"4959",45.7582
"4960",0
"4961",12.5523
"4962",8.29292
"4963",0
"4964",0
"4965",0
"4966",2.71441
"4967",4.4746
"4968",1.34517
"4969",4.60189
"4970",0
"4971",1.36592
"4972",11.0611
"4973",5.94305
"4974",0
"4975",2.80223
"4976",0
"4977",6.13936
"4978",5.30591
"4979",7.4002
"4980",4.26806
"4981",0
"4982",0
"4983",9.06585
"4984",3.6124
"4985",3.11789e-05
"4986",1.51615
"4987",0
"4988",0
"4989",0
"4990",5.73351
"4991",2.33157
"4992",0
"4993",0
"4994",0
"4995",0
"4996",0
"4997",0
"4998",0
"4999",20.4401
"5000",5.65618
"5001",1.80786
"5002",0
"5003",0
"5004",84.819
"5005",6.81336
"5006",0
"5007",0
"5008",2.37465
"5009",0
"5010",2.69946
"5011",0
"5012",0
"5013",0
"5014",12.0735
"5015",1.2907
"5016",4.95314
"5017",3.63869
"5018",16.4956
"5019",3.62434
"5020",2.67074
"5021",15.077
"5022",0
"5023",0
"5024",0
"5025",0
"5026",6.02849
"5027",0
"5028",0
"5029",0
"5030",0
"5031",0
"5032",0
"5033",0
"5034",0
"5035",29.1082
"5036",0
"5037",0
"5038",126.659
"5039",0
"5040",0
"5041",0
"5042",0
"5043",0
"5044",4.04168
"5045",301.489
"5046",0
"5047",0
"5048",207.183
"5049",8.96429
"5050",1.27053
"5051",0
"5052",3.09143
"5053",0
"5054",1.37157
"5055",0
"5056",0
"5057",0
"5058",1.5313
"5059",3.1448
"5060",6.23057
"5061",1.69265
"5062",2.66804
"5063",0
"5064",17.4135
"5065",0
"5066",3.05389
"5067",0
"5068",4.74693
"5069",1.64343e-07
"5070",1.64671e-07
"5071",0
"5072",1.92212
"5073",7.61553
"5074",0
"5075",5.12259
"5076",0
"5077",0
"5078",20.2095
"5079",0
"5080",0
"5081",11.923
"5082",0
"5083",3.16227
"5084",10.6992
"5085",8.4203
"5086",0
"5087",6.07848
"5088",0
"5089",0
"5090",0
"5091",0
"5092",0
"5093",0
"5094",1.40494
"5095",0
"5096",0.701637
"5097",1.34651
"5098",0
"5099",0
"5100",0
"5101",0
"5102",3.76832
"5103",8.28731
"5104",3.06999
"5105",4.38352
"5106",1.69987
"5107",28.9886
"5108",0
"5109",0
"5110",1.40892
"5111",0
"5112",0
"5113",0
"5114",0
"5115",0
"5116",0
"5117",6.41822
"5118",6.02967
"5119",0
"5120",1.91381
"5121",33.9255
"5122",0
"5123",0
"5124",0
"5125",3.12538
"5126",0
"5127",395.993
"5128",2.9257
"5129",2.39486
"5130",2.15268
"5131",4.50219
"5132",0
"5133",0
"5134",0
"5135",8.58357
"5136",0
"5137",0
"5138",8.64705
"5139",16.1354
"5140",0
"5141",2.04547
"5142",0
"5143",0
"5144",0
"5145",7.82151
"5146",0
"5147",0
"5148",13.8147
"5149",0
"5150",0
"5151",4.40776
"5152",5.65566
"5153",3.35149
"5154",0
"5155",12.3444
"5156",5.42512
"5157",0
"5158",0
"5159",2.53023
"5160",30.8723
"5161",0
"5162",2.86237
"5163",0
"5164",0
"5165",2.02984
"5166",0
"5167",0.977023
"5168",0
"5169",0
"5170",10.8947
"5171",0.62646
"5172",4.22279
"5173",1.5546
"5174",0
"5175",0
"5176",5.56239
"5177",0
"5178",0
"5179",2.73936
"5180",13.0308
"5181",0
"5182",0
"5183",0
"5184",7.95631
"5185",9.19693
"5186",0
"5187",3.30972
"5188",7.08438
"5189",0
"5190",0
"5191",0
"5192",0
"5193",0
"5194",0
"5195",0
"5196",35.1353
"5197",13.0308
"5198",2.3207
"5199",3.58684
"5200",15.7559
"5201",4.4828
"5202",12.3697
"5203",1.22182
"5204",0
"5205",2.39176
"5206",7.32536
"5207",16.7488
"5208",0
"5209",5.8514
"5210",4.07892
"5211",9.42433
"5212",0
"5213",0
"5214",0
"5215",0
"5216",0
"5217",18.9295
"5218",0
"5219",0
"5220",2.94988
"5221",0
"5222",116.553
"5223",2.12305e-06
"5224",2.14724e-06
"5225",5.26354
"5226",4.6212
"5227",4.6212
"5228",3.14852
"5229",51.9107
"5230",0
"5231",0
"5232",51.3539
"5233",6.28032
"5234",4.51921
"5235",0
"5236",3.28481
"5237",0
"5238",0
"5239",2.96931
"5240",0
"5241",0
"5242",0
"5243",0
"5244",0
"5245",3.9608
"5246",3.23975
"5247",3.6322
"5248",0
"5249",0
"5250",1.25235
"5251",6.32317
"5252",79.3672
"5253",0.000242683
"5254",0
"5255",15.5666
"5256",11.0695
"5257",0
"5258",0
"5259",6.43896
"5260",0
"5261",0
"5262",3.22402
"5263",3.66561
"5264",2.11834
"5265",0
"5266",0
"5267",1.78678
"5268",0
"5269",5.45078
"5270",6.04294
"5271",4.39076
"5272",0
"5273",0
"5274",0
"5275",1.99066
"5276",5.51242
"5277",3.34443
"5278",0
"5279",10.749
"5280",0
"5281",2.20266
"5282",17.8063
"5283",5.0181
"5284",0
"5285",0
"5286",0
"5287",0.952497
"5288",2.4491
"5289",1.31672
"5290",25.9858
"5291",1.35612e-06
"5292",0
"5293",361.183
"5294",0
"5295",0
"5296",4.36998
"5297",3.09623
"5298",0
"5299",0
"5300",0
"5301",0
"5302",0
"5303",1.78228
"5304",4.39782
"5305",1.09309
"5306",0
"5307",0.902238
"5308",7.23398
"5309",4.54935
"5310",0
"5311",0
"5312",4.24778
"5313",9.48656
"5314",2.22232
"5315",2.34029
"5316",1.51846
"5317",2.4871
"5318",2.1181e-05
"5319",0
"5320",0
"5321",4.40352
"5322",2.76336
"5323",0
"5324",0
"5325",0
"5326",0
"5327",0
"5328",6.74416
"5329",0
"5330",2.611
"5331",16.4504
"5332",0
"5333",0.916138
"5334",8.67162
"5335",0
"5336",9.42048
"5337",8.19909
"5338",2.73303
"5339",0
"5340",3.80615
"5341",2.93001
"5342",0
"5343",3.0323
"5344",0
"5345",0
"5346",0
"5347",0
"5348",1.58807
"5349",2.85239
"5350",0
"5351",0
"5352",0
"5353",0
"5354",0
"5355",0
"5356",0
"5357",12.4066
"5358",0
"5359",1.02109
"5360",3.44233
"5361",0
"5362",0
"5363",1.13936
"5364",1.19256
"5365",0
"5366",3.20939
"5367",7.7249
"5368",12.5921
"5369",7.37905
"5370",35.493
"5371",0
"5372",3.37992
"5373",0
"5374",0
"5375",4.66552
"5376",8.37682
"5377",0.000483074
"5378",35.2119
"5379",2.10269
"5380",40.9684
"5381",0
"5382",1.70788
"5383",0
"5384",5.44462
"5385",3.96474
"5386",0
"5387",0
"5388",2.86543
"5389",2.91807e-05
"5390",0
"5391",0
"5392",0
"5393",0
"5394",0
"5395",0
"5396",0
"5397",10.5036
"5398",1.67064
"5399",6.60299
"5400",6.55411
"5401",1.58365
"5402",0
"5403",1.50633
"5404",1.02005
"5405",0
"5406",0
"5407",0
"5408",0
"5409",0
"5410",0
"5411",129.894
"5412",0
"5413",0
"5414",0
"5415",0
"5416",1.20264
"5417",0
"5418",41.3529
"5419",0
"5420",6.36686
"5421",3.59331
"5422",0
"5423",10.0673
"5424",0
"5425",0
"5426",0
"5427",0
"5428",0
"5429",2.84831
"5430",0.00595069
"5431",2.51563
"5432",0
"5433",0
"5434",0
"5435",0
"5436",0
"5437",2.14803
"5438",0
"5439",0
"5440",0
"5441",1.50527
"5442",10.2927
"5443",1.89289
"5444",0
"5445",1.40099
"5446",0
"5447",2.46577
"5448",7.12238
"5449",3.35394
"5450",0
"5451",0
"5452",6.87212
"5453",0
"5454",0
"5455",0
"5456",3.27479
"5457",0
"5458",4.82482
"5459",2.9539
"5460",4.85636
"5461",4.2469e-05
"5462",0.946613
"5463",1.14856
"5464",7.00701
"5465",6.18766
"5466",3.33745
"5467",1.92304
"5468",0
"5469",0
"5470",0
"5471",0
"5472",2.5993
"5473",0
"5474",2.02881
"5475",0
"5476",0
"5477",0
"5478",0
"5479",0
"5480",4.57182
"5481",14.2501
"5482",1.91197
"5483",0
"5484",0
"5485",2.83176
"5486",0
"5487",0
"5488",1.75143
"5489",0
"5490",45.9851
"5491",1.34989
"5492",1.06105e-05
"5493",3.57718
"5494",1.8286
"5495",0
"5496",0
"5497",0
"5498",0
"5499",0
"5500",9.00187
"5501",0
"5502",6.05717
"5503",0
"5504",0
"5505",0
"5506",0
"5507",5.33432
"5508",5.11516
"5509",0
"5510",0
"5511",17.3778
"5512",0
"5513",0
"5514",0
"5515",0
"5516",0
"5517",0
"5518",12.0153
"5519",5.44462
"5520",0
"5521",3.84423
"5522",1.90922
"5523",7.08438
"5524",0
"5525",0
"5526",0
"5527",0
"5528",0
"5529",5.76779
"5530",2.04233
"5531",1.36405
"5532",150.719
"5533",0.713892
"5534",0
"5535",0
"5536",2.35361
"5537",2.22605
"5538",2.7902
"5539",2.94162
"5540",0
"5541",0
"5542",5.69763
"5543",0
"5544",10.6599
"5545",36.7913
"5546",5.04408e-05
"5547",0
"5548",0
"5549",0
"5550",3.33709
"5551",2.4765
"5552",0
"5553",0
"5554",0
"5555",0
"5556",3.47424
"5557",0
"5558",0
"5559",0
"5560",58.6336
"5561",0
"5562",0
"5563",0
"5564",2.5543
"5565",9.70244
"5566",31.6482
"5567",3.82075
"5568",2.26271
"5569",0
"5570",0
"5571",2.5185
"5572",7.81583
"5573",0
"5574",13.8552
"5575",0
"5576",13.6325
"5577",0
"5578",0
"5579",4.65567
"5580",1.36499
"5581",2.13308
"5582",1.08094
"5583",0
"5584",0
"5585",0
"5586",0
"5587",0
"5588",73.0659
"5589",0
"5590",0
"5591",0
"5592",0
"5593",0
"5594",2.09605
"5595",3.07205
"5596",6.9258
"5597",0
"5598",0
"5599",0
"5600",4.34764
"5601",7.01577
"5602",0
"5603",7.51182
"5604",0
"5605",0
"5606",0
"5607",0
"5608",0
"5609",0
"5610",12.7747
"5611",571.658
"5612",1.93801
"5613",1.20848
"5614",4.73623
"5615",0
"5616",0
"5617",0
"5618",5.54982
"5619",1.0751
"5620",0
"5621",1.92711
"5622",0.38796
"5623",2.43856
"5624",5.56144
"5625",0
"5626",2.24486
"5627",2.29398
"5628",0.976784
"5629",2.78461
"5630",0
"5631",0
"5632",0
"5633",0
"5634",0
"5635",0
"5636",0
"5637",3.89166
"5638",3.22663
"5639",0
"5640",5.32811
"5641",1.91105
"5642",3.85959
"5643",0
"5644",2.83689
"5645",0
"5646",1.9609
"5647",0
"5648",0
"5649",0
"5650",0
"5651",5.19943
"5652",0
"5653",5.50095
"5654",5.0394
"5655",0
"5656",0
"5657",0
"5658",7.57877
"5659",6.23241
"5660",0
"5661",0
"5662",0
"5663",1.18972
"5664",3.6928
"5665",0
"5666",0
"5667",0
"5668",0
"5669",2.41789
"5670",0
"5671",0
"5672",6.43434
"5673",0
"5674",3.72431
"5675",0
"5676",6.91986
"5677",3.21881
"5678",0
"5679",2.98348
"5680",0
"5681",38.346
"5682",0.0125081
"5683",2.51209
"5684",0
"5685",3.9873
"5686",2.96231
"5687",0
"5688",3.0326
"5689",9.28148
"5690",0
"5691",1.58743
"5692",68.4554
"5693",1.03731
"5694",0
"5695",3.5852
"5696",0
"5697",10.1263
"5698",24.816
"5699",49.0312
"5700",72.9602
"5701",13.526
"5702",0
"5703",0
"5704",0
"5705",0
"5706",0
"5707",0
"5708",0
"5709",0
"5710",0
"5711",0
"5712",0
"5713",3.0208
"5714",0
"5715",0
"5716",0
"5717",0
"5718",0
"5719",0
"5720",0
"5721",0
"5722",0
"5723",0
"5724",0
"5725",0
"5726",0
"5727",0
"5728",7.07336
"5729",5.37846
"5730",0
"5731",34.9316
"5732",9.16404
"5733",188.259
"5734",0
"5735",0
"5736",0
"5737",5.46932
"5738",0
"5739",188.561
"5740",1.52485
"5741",536.679
"5742",0
"5743",0
"5744",14.5011
"5745",0
"5746",0
"5747",0
"5748",5.7007
"5749",0
"5750",2.6061
"5751",0
"5752",7.67716
"5753",8.79984
"5754",0
"5755",0
"5756",3.03811
"5757",2.09445e-05
"5758",0
"5759",0
"5760",0
"5761",0
"5762",4.81241
"5763",0.843767
"5764",0.861237
"5765",0
"5766",0
"5767",12.403
"5768",2.72742
"5769",1.63432
"5770",0
"5771",0
"5772",0
"5773",0
"5774",0
"5775",27.7088
"5776",5.0988
"5777",0
"5778",0
"5779",0
"5780",1.15188
"5781",0
"5782",0
"5783",6.50201
"5784",0
"5785",0
"5786",15.6249
"5787",0
"5788",0
"5789",0
"5790",0
"5791",1.2502
"5792",0
"5793",4.29435
"5794",0
"5795",6.25748
"5796",2.40094
"5797",4.80333
"5798",0.809774
"5799",5.4636
"5800",0
"5801",0
"5802",1.57613
"5803",3.26328
"5804",0
"5805",0
"5806",3.6796
"5807",0
"5808",1.26603
"5809",5.37963
"5810",1.83788
"5811",0
"5812",0
"5813",0
"5814",0
"5815",0
"5816",0
"5817",0
"5818",15.8055
"5819",3.47536
"5820",1.66158
"5821",1.01382
"5822",0.107363
"5823",17.6302
"5824",3.41761
"5825",0
"5826",0
"5827",6.25197
"5828",10.1555
"5829",0
"5830",0
"5831",5.60675
"5832",2.10714
"5833",0
"5834",0.184148
"5835",5.33262
"5836",0
"5837",0
"5838",21.9701
"5839",2.1991e-05
"5840",4.30951e-06
"5841",5.4096e-05
"5842",0
"5843",4.4084
"5844",0
"5845",6.14251
"5846",9.80254e-05
"5847",0
"5848",0
"5849",2.00129
"5850",2.13881
"5851",0
"5852",0
"5853",0
"5854",8.95553
"5855",0
"5856",3.01053
"5857",1.18688
"5858",2.10602
"5859",0
"5860",0
"5861",0
"5862",0
"5863",0
"5864",0
"5865",0
"5866",1.84757
"5867",0
"5868",0.79038
"5869",0.804393
"5870",0
"5871",2.35361
"5872",0
"5873",0
"5874",0
"5875",0
"5876",31.3944
"5877",1.81114
"5878",0
"5879",11.1865
"5880",0
"5881",0
"5882",0
"5883",4.66112
"5884",0
"5885",0.0163359
"5886",4.40099
"5887",0
"5888",0
"5889",0
"5890",0
"5891",2.80223
"5892",0
"5893",0.945265
"5894",0
"5895",2.09756
"5896",0
"5897",4.02659
"5898",0
"5899",0
"5900",4.66112
"5901",0
"5902",0
"5903",3.58039
"5904",0
"5905",11.7613
"5906",0
"5907",0
"5908",0
"5909",0
"5910",2.55573
"5911",0
"5912",0
"5913",2.20266
"5914",0
"5915",8.12866
"5916",20.9895
"5917",0
"5918",7.04679
"5919",0
"5920",0
"5921",3.14264
"5922",0
"5923",4.75472
"5924",0
"5925",3.35818
"5926",12.2047
"5927",0
"5928",0
"5929",0
"5930",1.94558
"5931",1.778
"5932",4.30829
"5933",0
"5934",0
"5935",0
"5936",0
"5937",2.93001
"5938",0
"5939",0
"5940",0
"5941",2.94517
"5942",9.04958
"5943",0
"5944",0
"5945",1.57054
"5946",0
"5947",0
"5948",1.83703
"5949",18.3749
"5950",0
"5951",0
"5952",5.26037
"5953",0
"5954",1.7788
"5955",9.84481
"5956",0
"5957",0
"5958",0
"5959",0
"5960",30.624
"5961",0
"5962",0
"5963",0
"5964",0
"5965",2.60951
"5966",0
"5967",0
"5968",0
"5969",0
"5970",0
"5971",0
"5972",0
"5973",0.848981
"5974",1.96999
"5975",4.08558
"5976",3.25127
"5977",2.71789e-05
"5978",0
"5979",0
"5980",4.66587
"5981",0.932434
"5982",3.08992
"5983",0
"5984",0
"5985",0
"5986",0
"5987",0
"5988",0
"5989",6.22267
"5990",0
"5991",0
"5992",0
"5993",1.04356
"5994",0
"5995",0
"5996",0
"5997",0
"5998",0
"5999",0
"6000",0
"6001",0
"6002",4.31295
"6003",0
"6004",2.21368
"6005",0
"6006",0
"6007",18.6844
"6008",0
"6009",0
"6010",26.9058
"6011",0
"6012",0
"6013",0
"6014",0
"6015",0
"6016",0
"6017",0
"6018",0
"6019",0
"6020",0
"6021",0
"6022",0
"6023",1.16877
"6024",0
"6025",2.69451
"6026",0
"6027",4.56932
"6028",11.0286
"6029",0
"6030",0
"6031",0
"6032",0
"6033",3.0211
"6034",1.93143
"6035",0
"6036",1.41191
"6037",2.33276
"6038",7.92193
"6039",0
"6040",0.908617
"6041",1.81942
"6042",2.78655
"6043",0
"6044",0
"6045",0
"6046",0
"6047",0
"6048",34.1707
"6049",10.8634
"6050",0
"6051",3.6864
"6052",0
"6053",0
"6054",0
"6055",2.50138
"6056",9.98859
"6057",5.11516
"6058",2.36198
"6059",7.47171
"6060",0
"6061",1.87067
"6062",0
"6063",0
"6064",0
"6065",0
"6066",0
"6067",2.58245
"6068",22.6408
"6069",0
"6070",0
"6071",0
"6072",3.7553
"6073",11.115
"6074",6.79097
"6075",0
"6076",2.4612
"6077",0
"6078",0
"6079",0
"6080",5.29548
"6081",4.59821
"6082",0
"6083",0
"6084",0
"6085",1.61839
"6086",32.8133
"6087",0
"6088",80.9835
"6089",1.93895
"6090",8.79984
"6091",2.3343
"6092",0
"6093",25.1079
"6094",0.000995549
"6095",4.20254
"6096",12.1127
"6097",0
"6098",23.8485
"6099",6.66373
"6100",3.18027
"6101",0
"6102",0
"6103",0
"6104",0
"6105",0
"6106",0
"6107",0.470966
"6108",1.50298
"6109",0
"6110",0
"6111",3.75884
"6112",0
"6113",0
"6114",0
"6115",0
"6116",7.12875
"6117",2.24658
"6118",1.81751e-05
"6119",2.81809
"6120",0
"6121",0
"6122",0
"6123",0
"6124",0
"6125",0
"6126",0
"6127",0
"6128",0
"6129",0
"6130",10.5375
"6131",0
"6132",1.51097
"6133",0
"6134",0
"6135",0
"6136",0
"6137",17.5359
"6138",5.95754
"6139",0.760207
"6140",0
"6141",11.4897
"6142",8.77429e-05
"6143",0
"6144",0
"6145",0.94819
"6146",13.6694
"6147",0
"6148",1.62565
"6149",0
"6150",0
"6151",4.52352
"6152",1.78758
"6153",0
"6154",7.7574
"6155",2.76528
"6156",4.30593
"6157",0
"6158",0
"6159",0
"6160",0
"6161",0
"6162",3.29023
"6163",14.7628
"6164",21.1639
"6165",0
"6166",0
"6167",13.0867
"6168",12.7542
"6169",6.54288
"6170",4.24119
"6171",1.74453
"6172",0
"6173",0
"6174",4.8982
"6175",1.48617
"6176",0
"6177",0
"6178",0
"6179",0
"6180",30.7502
"6181",4.586
"6182",1.37869
"6183",0
"6184",4.1555
"6185",8.65006
"6186",0
"6187",0
"6188",0
"6189",0
"6190",0
"6191",1.70935
"6192",0
"6193",0
"6194",0
"6195",0
"6196",0
"6197",0
"6198",0
"6199",1.82358
"6200",0
"6201",0
"6202",10.1961
"6203",0
"6204",9.91833
"6205",0
"6206",248.195
"6207",0
"6208",15.1126
"6209",0
"6210",0
"6211",12.0824
"6212",1.84725
"6213",0
"6214",0
"6215",2.1654
"6216",4.34971
"6217",0
"6218",0
"6219",0
"6220",0
"6221",0
"6222",3.24721
"6223",0
"6224",0
"6225",0
"6226",0
"6227",1.58514
"6228",3.40754
"6229",1.16843
"6230",1.79483
"6231",20.8462
"6232",0
"6233",3.47674
"6234",2.55983
"6235",50.6328
"6236",0
"6237",2.01444
"6238",13.1166
"6239",0
"6240",0
"6241",0
"6242",0
"6243",0
"6244",0
"6245",229.723
"6246",10.4193
"6247",0
"6248",9.93627
"6249",8.71511e-05
"6250",1.61238e-13
"6251",5.02246
"6252",11.2585
"6253",0
"6254",3.01395
"6255",2.0371
"6256",0
"6257",7.95023
"6258",0.0464063
"6259",2.50527
"6260",2.05603
"6261",14.6829
"6262",0
"6263",0
"6264",4.05815
"6265",3.86523
"6266",4.89352
"6267",7.98097
"6268",0
"6269",0
"6270",4.27303
"6271",0
"6272",0
"6273",0
"6274",0
"6275",0
"6276",0
"6277",0
"6278",1.28487
"6279",4.39866
"6280",5.81487
"6281",0
"6282",0
"6283",0
"6284",3.90834
"6285",0
"6286",0
"6287",1.83281
"6288",0
"6289",1.92304
"6290",0
"6291",0
"6292",2.00936
"6293",1.62764
"6294",1.69769
"6295",0
"6296",0
"6297",0
"6298",0
"6299",0
"6300",0
"6301",0
"6302",2.30193
"6303",0
"6304",6.38374
"6305",0
"6306",0
"6307",0
"6308",0
"6309",1.4719
"6310",0
"6311",2.54127
"6312",0
"6313",0
"6314",0
"6315",3.75192
"6316",0
"6317",0.0579652
"6318",1.80204
"6319",5.50349
"6320",0
"6321",0
"6322",1.15421
"6323",0
"6324",0.966359
"6325",1.02609
"6326",0
"6327",0
"6328",5.11474
"6329",0
"6330",0
"6331",0
"6332",0
"6333",0
"6334",0
"6335",0
"6336",6.99673
"6337",1.38926
"6338",3.36989
"6339",8.63941
"6340",0
"6341",4.07005
"6342",0
"6343",0
"6344",2.72274
"6345",4.17972
"6346",0
"6347",5.33878
"6348",16.0579
"6349",2.71709
"6350",5.13025
"6351",0
"6352",3.36849
"6353",0
"6354",0
"6355",0
"6356",0
"6357",0
"6358",0
"6359",0
"6360",0
"6361",0
"6362",0
"6363",0
"6364",0
"6365",0
"6366",0
"6367",1.95226
"6368",3.95883
"6369",2.59316
"6370",2.88204
"6371",0
"6372",0
"6373",2.88544
"6374",0
"6375",0
"6376",5.3869
"6377",1.71302
"6378",0
"6379",3.09352
"6380",0
"6381",0
"6382",0
"6383",0
"6384",7.63607
"6385",4.1163
"6386",1.56314
"6387",6.05865
"6388",3.74884
"6389",1.34155
"6390",3.89607
"6391",8.86171
"6392",5.69813
"6393",0
"6394",28.3226
"6395",2.88936
"6396",10.5422
"6397",0
"6398",0
"6399",1.31935
"6400",1.88433
"6401",2.60758
"6402",0
"6403",0
"6404",2.11609
"6405",4.30303
"6406",0
"6407",0
"6408",0
"6409",27.0683
"6410",66.2644
"6411",0
"6412",0
"6413",5.35584
"6414",2.00431
"6415",5.24396
"6416",0
"6417",0
"6418",0
"6419",1.10676
"6420",8.25298
"6421",0
"6422",0
"6423",2.12554
"6424",1.31846
"6425",1.61862
"6426",1.32651e-05
"6427",5.66825
"6428",0
"6429",11.0443
"6430",0
"6431",0
"6432",1.19939
"6433",0
"6434",0
"6435",1.76228
"6436",0
"6437",4.0499
"6438",0
"6439",0
"6440",0
"6441",28.8808
"6442",12.4214
"6443",0
"6444",0
"6445",66.9287
"6446",4.1811
"6447",1.54977
"6448",0
"6449",3.5234
"6450",1.56644
"6451",0
"6452",5.60987
"6453",0
"6454",0
"6455",0
"6456",22.1603
"6457",37.9939
"6458",6.35307e-06
"6459",0.000465568
"6460",17.0666
"6461",0
"6462",0
"6463",0
"6464",3.52144
"6465",1.31325
"6466",0
"6467",2.17263
"6468",0
"6469",9.5384
"6470",12.253
"6471",0
"6472",4.76248
"6473",0
"6474",0
"6475",0
"6476",0
"6477",3.69451
"6478",0
"6479",5.83427
"6480",0
"6481",0
"6482",0
"6483",0
"6484",0
"6485",0
"6486",13.0986
"6487",33.8351
"6488",3.76255
"6489",3.18248
"6490",0
"6491",9.94048
"6492",0
"6493",22.6049
"6494",0
"6495",0
"6496",0
"6497",1.3678
"6498",0
"6499",0
"6500",6.54533
"6501",0
"6502",6.38932
"6503",1.29996
"6504",2.90226
"6505",0
"6506",0
"6507",0
"6508",0
"6509",0
"6510",1.44625
"6511",0
"6512",0
"6513",0
"6514",1.74224
"6515",0
"6516",0
"6517",11.0255
"6518",10.4199
"6519",0
