"","FPKM.brain.tablemaker"
"13068",1.88662
"13069",17.7119
"13070",0.000141946
"13071",3.9255
"13072",1.05685
"13073",0
"13074",2.72345
"13075",0
"13076",1.99628
"13077",16.7693
"13078",0
"13079",0
"13080",2.0033
"13081",0
"13082",2.9438
"13083",0
"13084",0
"13085",1.62764
"13086",0
"13087",1.75916
"13088",0
"13089",0
"13090",0
"13091",0
"13092",5.37752
"13093",0
"13094",3.44123
"13095",0
"13096",0
"13097",2.4557
"13098",204.15
"13099",0
"13100",10.1442
"13101",0
"13102",3.64259
"13103",5.80519
"13104",128.201
"13105",0
"13106",1.92991
"13107",71.7739
"13108",0
"13109",0.39158
"13110",3.38392
"13111",8.99597
"13112",2.18455
"13113",3.59007
"13114",9.92986
"13115",1.7922e-05
"13116",1.82266e-05
"13117",13.5397
"13118",0
"13119",3.14016
"13120",3.91289
"13121",10.6705
"13122",0
"13123",2.22962
"13124",2.35222
"13125",0
"13126",0
"13127",0
"13128",0
"13129",10.269
"13130",8.13489
"13131",0
"13132",0
"13133",0
"13134",7.69506
"13135",2.09715
"13136",0
"13137",0
"13138",1.15925
"13139",0
"13140",0
"13141",0
"13142",0
"13143",1.11857
"13144",0
"13145",7.2576
"13146",1.11294
"13147",18.2887
"13148",0
"13149",2.65538
"13150",0
"13151",0
"13152",0
"13153",0
"13154",1.77484
"13155",49.1608
"13156",2.88019e-05
"13157",1.10645
"13158",4.09991
"13159",4.62524
"13160",7.54578
"13161",2.15854e-05
"13162",1.82352e-20
"13163",1.43162e-20
"13164",7.15095e-05
"13165",6.83688e-21
"13166",0.000445416
"13167",2.52226e-20
"13168",0.849104
"13169",4.18991e-54
"13170",3.91104
"13171",2.00564e-53
"13172",2.9702e-53
"13173",0
"13174",2.87919
"13175",0
"13176",0
"13177",0
"13178",2.17738
"13179",0
"13180",0
"13181",0
"13182",0
"13183",9.76859
"13184",0
"13185",8.80579
"13186",0
"13187",0
"13188",258.991
"13189",3.91988
"13190",1.37299
"13191",0
"13192",4.00031
"13193",13.1893
"13194",4.26523e-06
"13195",47.0424
"13196",0
"13197",0
"13198",3.67281
"13199",0
"13200",0
"13201",0
"13202",11.9791
"13203",0
"13204",21.7752
"13205",0
"13206",0
"13207",2.75737
"13208",0
"13209",0
"13210",0
"13211",0
"13212",19.1121
"13213",60.0584
"13214",0
"13215",0
"13216",0
"13217",2.85035
"13218",3.12538
"13219",0
"13220",8.34582
"13221",18.4095
"13222",0
"13223",0
"13224",0
"13225",0
"13226",104.4
"13227",0
"13228",1.20811
"13229",0
"13230",0
"13231",10.2202
"13232",3.99708
"13233",8.15166
"13234",3.6673
"13235",0
"13236",0
"13237",1.94593
"13238",2.54966
"13239",0
"13240",0
"13241",1.85499
"13242",7.85942
"13243",48.1117
"13244",0
"13245",11.9868
"13246",3.81709
"13247",4.5075
"13248",0
"13249",0
"13250",8.60141
"13251",16.9108
"13252",0
"13253",0
"13254",8.03846
"13255",1.90819
"13256",0
"13257",0
"13258",0
"13259",2.71811
"13260",0
"13261",0
"13262",1.53959
"13263",0
"13264",0
"13265",0
"13266",3.30781
"13267",1.16263
"13268",0
"13269",0
"13270",1.57488
"13271",1.9393
"13272",3.88594
"13273",0
"13274",3.20844
"13275",0
"13276",0.740858
"13277",1.32777e-39
"13278",2.95721e-40
"13279",3.31124
"13280",0
"13281",0
"13282",1.10961
"13283",1.10715
"13284",0
"13285",41.1495
"13286",2.84424
"13287",1.77417
"13288",10.209
"13289",1.40792
"13290",0
"13291",7.76057
"13292",0
"13293",14.1225
"13294",7.50414
"13295",0
"13296",1.85413
"13297",0
"13298",0
"13299",0
"13300",4.28119
"13301",0
"13302",0
"13303",0
"13304",0
"13305",0
"13306",0
"13307",1.48951
"13308",1.59104e-14
"13309",9.22773e-14
"13310",9.90378e-14
"13311",8.40029e-14
"13312",1.86654e-13
"13313",7.99124e-12
"13314",0.000116906
"13315",48.8099
"13316",190.968
"13317",0
"13318",0
"13319",0
"13320",0
"13321",0
"13322",1.8054
"13323",1.98138
"13324",1.48063
"13325",1.611
"13326",1.62343
"13327",0
"13328",4.16854
"13329",4.29027
"13330",2.67612
"13331",10.4915
"13332",0.227659
"13333",2.16883
"13334",0
"13335",0
"13336",0
"13337",0
"13338",14.7154
"13339",0
"13340",0
"13341",0
"13342",0
"13343",0
"13344",5.05756
"13345",3.29603
"13346",12.9042
"13347",0.555218
"13348",0.562735
"13349",0
"13350",0
"13351",0
"13352",0
"13353",0
"13354",4.63062
"13355",12.3586
"13356",4.00442
"13357",0
"13358",27.1489
"13359",43.381
"13360",0
"13361",1.28611
"13362",0
"13363",3.07669
"13364",0
"13365",1.75761
"13366",41.8279
"13367",5.36666
"13368",0
"13369",9.16825
"13370",0
"13371",0
"13372",54.2526
"13373",13.7412
"13374",2.37748
"13375",0
"13376",0
"13377",0
"13378",0
"13379",0
"13380",0
"13381",0
"13382",0
"13383",0
"13384",0.126109
"13385",9.52025
"13386",4.7716e-95
"13387",14.1126
"13388",2.91046
"13389",2.98489
"13390",11.7654
"13391",0
"13392",0
"13393",0
"13394",0
"13395",0
"13396",0
"13397",0
"13398",0
"13399",0
"13400",2.91074
"13401",3.78445
"13402",5.00043
"13403",4.95072
"13404",0
"13405",0
"13406",0
"13407",3.58361
"13408",4.45772
"13409",0
"13410",24.2287
"13411",1.39463e-05
"13412",0
"13413",16.2516
"13414",14.0822
"13415",0
"13416",0
"13417",0
"13418",15.6396
"13419",4.19047
"13420",2.18335
"13421",2.93512
"13422",3.85337
"13423",0
"13424",0
"13425",0
"13426",0
"13427",0
"13428",4.34764
"13429",0
"13430",0
"13431",0
"13432",7.61135
"13433",2.46577
"13434",0
"13435",4.90121
"13436",0
"13437",0
"13438",0
"13439",0
"13440",0
"13441",1.89289
"13442",0
"13443",0
"13444",0
"13445",0.240922
"13446",0.64486
"13447",0.393712
"13448",0.393712
"13449",0
"13450",0
"13451",0.577012
"13452",0.584449
"13453",0
"13454",15.2567
"13455",13.1979
"13456",4.11685
"13457",4.35063
"13458",222.459
"13459",1.50697
"13460",0
"13461",0
"13462",0
"13463",0
"13464",0
"13465",0
"13466",0
"13467",0
"13468",4.17672
"13469",1.68406
"13470",0
"13471",0
"13472",1.60019
"13473",0
"13474",0
"13475",3.19557
"13476",7.6925
"13477",1.15299
"13478",1.17334
"13479",0
"13480",11.3211
"13481",0
"13482",0.942136
"13483",2.29928
"13484",0
"13485",0
"13486",1.59315
"13487",0
"13488",0
"13489",0
"13490",0
"13491",0
"13492",0
"13493",0
"13494",0
"13495",0
"13496",1.68122
"13497",1.68834
"13498",0
"13499",9.60612
"13500",4.88396
"13501",0
"13502",1.8005
"13503",0
"13504",0
"13505",2.29398
"13506",0
"13507",23.0712
"13508",0
"13509",1.74224
"13510",0
"13511",10.4409
"13512",4.47553
"13513",0
"13514",0
"13515",0
"13516",1.90632
"13517",1.48507
"13518",0
"13519",0
"13520",0
"13521",1.84725
"13522",0.618186
"13523",0
"13524",17.0321
"13525",5.70478
"13526",1.94939
"13527",0
"13528",6.07564
"13529",0
"13530",10.5017
"13531",2.26271
"13532",2.99836
"13533",0
"13534",1.46702
"13535",0
"13536",0
"13537",0
"13538",2.84075
"13539",0.00127619
"13540",0
"13541",0
"13542",5.91332
"13543",2.42524
"13544",0
"13545",0
"13546",8.27286
"13547",16.9828
"13548",0
"13549",19.6284
"13550",0
"13551",2.5858
"13552",0
"13553",0
"13554",1.09731
"13555",0
"13556",0
"13557",0
"13558",5.92481
"13559",1.94368
"13560",38.7044
"13561",0
"13562",0
"13563",2.76144
"13564",5.55981
"13565",1.25098
"13566",0
"13567",0
"13568",9.20773
"13569",0
"13570",2.16597
"13571",1.73345e-05
"13572",24.5945
"13573",0
"13574",0
"13575",0
"13576",11.564
"13577",2.48577
"13578",0
"13579",1.01563
"13580",3.33745
"13581",0
"13582",0
"13583",0
"13584",2.10866
"13585",0
"13586",0
"13587",1.8911
"13588",0
"13589",0
"13590",2.19176
"13591",11.6581
"13592",0
"13593",0
"13594",1.05016
"13595",24.8186
"13596",5.52153
"13597",3.87651
"13598",3.39394
"13599",2.32731
"13600",0
"13601",0
"13602",0
"13603",0
"13604",0
"13605",0
"13606",0
"13607",13.6939
"13608",0
"13609",0.823194
"13610",0
"13611",0
"13612",0
"13613",11.49
"13614",3.61614
"13615",0
"13616",0
"13617",0
"13618",0
"13619",0
"13620",0
"13621",0
"13622",0.798903
"13623",0.818558
"13624",2.00532
"13625",21.4924
"13626",0
"13627",3.57397
"13628",0
"13629",0
"13630",11.6636
"13631",0
"13632",0
"13633",1.22445
"13634",0
"13635",3.42605
"13636",59.7275
"13637",8.05541
"13638",0
"13639",4.79478
"13640",3.31247
"13641",0
"13642",0
"13643",0
"13644",0
"13645",0
"13646",1.0253
"13647",4.12038
"13648",0
"13649",0
"13650",0
"13651",0
"13652",3.42102
"13653",0
"13654",0
"13655",0
"13656",0
"13657",0
"13658",0
"13659",0
"13660",1.62036
"13661",0
"13662",15.989
"13663",1.15188
"13664",0
"13665",0
"13666",0
"13667",0
"13668",0
"13669",2.50295
"13670",0
"13671",1.5173
"13672",28.2054
"13673",0.000316768
"13674",5.73092
"13675",1.20373
"13676",0.621658
"13677",0
"13678",0
"13679",0
"13680",23.5878
"13681",1.74176
"13682",4.76635
"13683",0
"13684",3.2767
"13685",0
"13686",6.36053
"13687",1.87419
"13688",0
"13689",0
"13690",0
"13691",0
"13692",0
"13693",2.72183
"13694",6.0652
"13695",0
"13696",2.52222
"13697",3.94402
"13698",0
"13699",0
"13700",0
"13701",0
"13702",12.4926
"13703",3.06378
"13704",1.62499
"13705",0
"13706",0
"13707",3.20294
"13708",14.1322
"13709",0
"13710",0
"13711",22.6904
"13712",2.28938e-05
"13713",0
"13714",1.74072
"13715",0
"13716",1.89921
"13717",2.62649
"13718",1.10984
"13719",1.77011
"13720",27.9312
"13721",4.48177e-06
"13722",6.89591
"13723",1.90466
"13724",0
"13725",1.68193
"13726",1.0521
"13727",0
"13728",0
"13729",1.56745
"13730",1.39072
"13731",1.34699
"13732",2.37465
"13733",0
"13734",0
"13735",0
"13736",0
"13737",0
"13738",0
"13739",3.65279
"13740",0
"13741",0
"13742",0
"13743",0
"13744",1.6397
"13745",0
"13746",0
"13747",0
"13748",0
"13749",3.7418
"13750",0
"13751",6.50201
"13752",0
"13753",0
"13754",7.18014
"13755",0
"13756",0
"13757",2.39877
"13758",0.86879
"13759",11.0012
"13760",8.73222
"13761",2.51084
"13762",1.23241
"13763",0
"13764",0
"13765",0
"13766",0
"13767",0
"13768",0
"13769",0
"13770",0
"13771",0
"13772",1.04138
"13773",2.04442
"13774",1.71082
"13775",7.13041
"13776",4.07421
"13777",0
"13778",0
"13779",0
"13780",4.69335
"13781",1.59634
"13782",0
"13783",0
"13784",8.69978
"13785",3.19012
"13786",0
"13787",0
"13788",11.503
"13789",3.02424
"13790",0
"13791",29.0283
"13792",0
"13793",7.34474
"13794",2.37164
"13795",2.09275
"13796",2.04863
"13797",2.04128
"13798",6.79013
"13799",0
"13800",2.208
"13801",2.06562
"13802",0.0200538
"13803",0.753941
"13804",1.93331
"13805",0
"13806",2.29507
"13807",0
"13808",0
"13809",0
"13810",0
"13811",0
"13812",0
"13813",0
"13814",3.09232
"13815",0
"13816",0
"13817",0
"13818",2.48422
"13819",7.065
"13820",8.75864
"13821",0
"13822",0
"13823",0
"13824",0
"13825",3.02195
"13826",0
"13827",0
"13828",0
"13829",3.4453
"13830",0
"13831",3.19012
"13832",23.8485
"13833",0
"13834",24.3866
"13835",17.8063
"13836",1.81776
"13837",0
"13838",0
"13839",3.9146
"13840",11.6864
"13841",0
"13842",0
"13843",4.87202
"13844",0
"13845",0
"13846",0
"13847",0
"13848",3.58319
"13849",0
"13850",12.9068
"13851",1.57985e-06
"13852",6.89436
"13853",0
"13854",0
"13855",0
"13856",0
"13857",11.2168
"13858",21.6036
"13859",0
"13860",2.23714
"13861",10.2895
"13862",1.15254
"13863",0
"13864",32.2879
"13865",0
"13866",0
"13867",5.79295
"13868",0
"13869",8.3316
"13870",2.05074
"13871",1.40892
"13872",0
"13873",4.30593
"13874",4.88293
"13875",0
"13876",0
"13877",0
"13878",3.61557
"13879",5.55899
"13880",35.0788
"13881",12.5783
"13882",0
"13883",0
"13884",4.89597
"13885",0
"13886",2.53782
"13887",2.39678
"13888",6.46908
"13889",5.25298
"13890",8.85162
"13891",14.6011
"13892",6.50372
"13893",4.08098
"13894",0
"13895",2.28739
"13896",2.08727
"13897",1.10125
"13898",0
"13899",0.940357
"13900",3.96983
"13901",0
"13902",0.872023
"13903",9.03033
"13904",4.59224e-06
"13905",6.1793
"13906",2.52356
"13907",0
"13908",3.24865
"13909",0
"13910",0
"13911",0
"13912",0
"13913",4.39866
"13914",0
"13915",0
"13916",0
"13917",0
"13918",0
"13919",0
"13920",0
"13921",93.2968
"13922",21.8529
"13923",0
"13924",0
"13925",0
"13926",0
"13927",0
"13928",3.22141
"13929",4.13394
"13930",6.03881
"13931",5.20967
"13932",5.91332
"13933",16.4845
"13934",16.8203
"13935",5.64804e-06
"13936",0
"13937",22.3497
"13938",2.00116
"13939",4.08729
"13940",0
"13941",0
"13942",0
"13943",0
"13944",0
"13945",0
"13946",2.60633
"13947",3.65749e-05
"13948",2.4506
"13949",2.34719
"13950",2.915
"13951",0
"13952",0
"13953",0
"13954",0
"13955",0
"13956",10.8153
"13957",0
"13958",5.62925
"13959",6.83674
"13960",0
"13961",0
"13962",0
"13963",0
"13964",0.473633
"13965",2.79332
"13966",15.1498
"13967",1.73616
"13968",0
"13969",0
"13970",0
"13971",0
"13972",0
"13973",2.92141
"13974",0
"13975",0
"13976",0
"13977",2.10755
"13978",0
"13979",6.00124
"13980",0
"13981",12.0458
"13982",0
"13983",19.8419
"13984",32.8787
"13985",32.5503
"13986",2.99733e-05
"13987",0
"13988",0
"13989",17.0881
"13990",0
"13991",0
"13992",0
"13993",13.5097
"13994",3.40592
"13995",4.9758
"13996",5.68548
"13997",0
"13998",2.8301
"13999",0
"14000",0
"14001",1.42862
"14002",15.5303
"14003",8.3919
"14004",0
"14005",0
"14006",0
"14007",0
"14008",12.112
"14009",0
"14010",0
"14011",0.0524359
"14012",2.62428
"14013",11.0784
"14014",0
"14015",0
"14016",0
"14017",7.24714
"14018",0
"14019",12.4276
"14020",0
"14021",2.55103
"14022",0
"14023",6.33655
"14024",0
"14025",0
"14026",0
"14027",0
"14028",0
"14029",0
"14030",3.84469
"14031",0
"14032",7.72232
"14033",16.5688
"14034",3.11001e-07
"14035",0
"14036",0
"14037",3.5998
"14038",0
"14039",30.1837
"14040",6.83674
"14041",0
"14042",8.30459
"14043",2.48888
"14044",3.85702
"14045",3.50788
"14046",0
"14047",0
"14048",2.52516
"14049",0
"14050",0
"14051",0
"14052",0
"14053",6.66518
"14054",0
"14055",3.34269
"14056",0
"14057",0
"14058",2.59591
"14059",0
"14060",0
"14061",0
"14062",0
"14063",0
"14064",0
"14065",0
"14066",2.34001
"14067",0
"14068",4.62793
"14069",0
"14070",3.31745
"14071",0
"14072",3.20939
"14073",0
"14074",0
"14075",0
"14076",5.78501
"14077",3.0579
"14078",0
"14079",10.3789
"14080",0
"14081",5.80029
"14082",0
"14083",2.59147
"14084",3.09864
"14085",1.98138
"14086",0
"14087",338.434
"14088",15.0699
"14089",0
"14090",1.50811
"14091",0
"14092",0
"14093",0
"14094",0
"14095",0
"14096",0
"14097",3.20681
"14098",3.0626
"14099",9.72026
"14100",5.19197
"14101",3.55483
"14102",0
"14103",12.0776
"14104",0
"14105",8.28731
"14106",0
"14107",83.6307
"14108",4.10413
"14109",0
"14110",0
"14111",0
"14112",0
"14113",11.7568
"14114",0
"14115",0
"14116",2.59591
"14117",0
"14118",1.50527
"14119",3.1156
"14120",3.58361
"14121",0
"14122",0
"14123",0
"14124",0
"14125",0
"14126",10.1274
"14127",5.91181
"14128",0
"14129",0
"14130",0
"14131",1.82525
"14132",3.85722
"14133",3.60099e-05
"14134",0.00111945
"14135",0.0144388
"14136",1.98602
"14137",0.0131262
"14138",0
"14139",10.0115
"14140",0
"14141",5.68548
"14142",6.08952
"14143",0
"14144",27.8828
"14145",9.82817
"14146",0
"14147",0
"14148",0
"14149",1.73192
"14150",3.73301
"14151",0
"14152",0
"14153",0
"14154",0
"14155",0
"14156",0
"14157",2.93945
"14158",0
"14159",0
"14160",13.6636
"14161",0
"14162",0
"14163",6.74416
"14164",0
"14165",0
"14166",2.08767
"14167",25.5198
"14168",0
"14169",0
"14170",0
"14171",0
"14172",0.762535
"14173",0
"14174",0
"14175",0
"14176",0
"14177",0
"14178",0
"14179",2.20999
"14180",0
"14181",62.4967
"14182",4.63601
"14183",2.99836
"14184",6.19728
"14185",1.30336
"14186",0
"14187",0
"14188",2.23228
"14189",0.00135458
"14190",2.14651
"14191",0
"14192",41.0378
"14193",0
"14194",0
"14195",1.51945
"14196",8.66495
"14197",0
"14198",0
"14199",5.97591
"14200",0
"14201",3.51407
"14202",0
"14203",3.31902
"14204",0
"14205",0
"14206",0
"14207",0
"14208",1.26288
"14209",6.80173
"14210",0
"14211",0
"14212",0
"14213",0
"14214",1.53899
"14215",18.6985
"14216",11.433
"14217",9.16346e-06
"14218",0
"14219",1.99728
"14220",3.22663
"14221",0
"14222",0
"14223",0
"14224",3.24865
"14225",0
"14226",0
"14227",0
"14228",0
"14229",0
"14230",0
"14231",0
"14232",0
"14233",0
"14234",0
"14235",0
"14236",4.96688
"14237",2.00431
"14238",3.33231
"14239",0
"14240",5.39573
"14241",0
"14242",2.75001
"14243",0
"14244",0
"14245",10.3955
"14246",0
"14247",0
"14248",0
"14249",0
"14250",3.59167
"14251",0
"14252",14.1122
"14253",6.05451e-05
"14254",2.67432
"14255",5.47357
"14256",0
"14257",19.2759
"14258",5.23706
"14259",0
"14260",0
"14261",2.55594
"14262",5.03837
"14263",0
"14264",0
"14265",5.79186
"14266",0
"14267",0
"14268",0
"14269",0
"14270",5.26887
"14271",0.000295059
"14272",0.803926
"14273",1.39706
"14274",0
"14275",5.35677
"14276",5.01933
"14277",25.1613
"14278",0
"14279",2.25231
"14280",0
"14281",3.27975
"14282",0
"14283",42.7133
"14284",20.0601
"14285",0.00411017
"14286",0
"14287",3.24238
"14288",847.323
"14289",0
"14290",0
"14291",0
"14292",3.98306
"14293",8.21893
"14294",0
"14295",3.66943
"14296",0
"14297",0
"14298",0
"14299",0
"14300",9.9516
"14301",0
"14302",0
"14303",9.48707e-07
"14304",39.6843
"14305",0
"14306",9.79053e-05
"14307",46.3415
"14308",0.036009
"14309",4.79003
"14310",27.5008
"14311",1.69914
"14312",0
"14313",0
"14314",34.2042
"14315",3.70029
"14316",27.4527
"14317",15.3515
"14318",0
"14319",0
"14320",1.26008
"14321",0
"14322",3.61942
"14323",0
"14324",0
"14325",3.15758
"14326",0
"14327",4.72189
"14328",6.38172
"14329",7.86685
"14330",0
"14331",5.19608
"14332",2.40911
"14333",0
"14334",0
"14335",1.13171
"14336",9.29226
"14337",1.0474
"14338",0
"14339",0
"14340",8.81595
"14341",8.74298
"14342",4.53573
"14343",0
"14344",0
"14345",0
"14346",0
"14347",3.21621
"14348",3.03115
"14349",0
"14350",0
"14351",8.33935
"14352",4.27992
"14353",0
"14354",0
"14355",0
"14356",0
"14357",0
"14358",8.23592
"14359",1.38347
"14360",2.30994
"14361",0
"14362",0
"14363",3.73129
"14364",0
"14365",0
"14366",0
"14367",0
"14368",0
"14369",0
"14370",0.897563
"14371",0
"14372",50.1342
"14373",6.45984
"14374",2.62045
"14375",0
"14376",0
"14377",13.5072
"14378",81.4302
"14379",0
"14380",2.41257
"14381",0.378196
"14382",3.75654
"14383",0
"14384",4.05402
"14385",0
"14386",4.01318
"14387",0
"14388",0
"14389",8.04557
"14390",11.1327
"14391",0
"14392",0
"14393",15.1044
"14394",1.56192
"14395",0.692163
"14396",5.21984
"14397",6.17957
"14398",7.14181e-134
"14399",2.53965
"14400",2.85035
"14401",2.50452
"14402",1.6197
"14403",0
"14404",2.04128
"14405",1.67768
"14406",0
"14407",0
"14408",0
"14409",3.78445
"14410",2.31128
"14411",59.7995
"14412",0
"14413",0
"14414",17.1121
"14415",0
"14416",3.28481
"14417",1.33302
"14418",0
"14419",1.55825
"14420",18.0102
"14421",2.6636
"14422",5.36666
"14423",7.50414
"14424",0
"14425",0
"14426",0
"14427",0
"14428",0
"14429",0
"14430",0
"14431",0.44222
"14432",0.452248
"14433",1.99277
"14434",7.56438
"14435",4.49954
"14436",2.74881
"14437",0
"14438",0
"14439",0
"14440",0
"14441",0
"14442",0
"14443",0.352934
"14444",2.67157
"14445",0
"14446",1.94844
"14447",0
"14448",10.2127
"14449",0
"14450",0
"14451",0
"14452",0
"14453",3.64423
"14454",3.94121
"14455",0
"14456",0.919525
"14457",0.938547
"14458",3.31625
"14459",5.62822
"14460",0
"14461",1.83619
"14462",0
"14463",37.4394
"14464",10.3356
"14465",0
"14466",3.86474
"14467",1.89469
"14468",0
"14469",6.94881
"14470",1.97549
"14471",0
"14472",0
"14473",2.80223
"14474",0
"14475",8.15166
"14476",7.98821
"14477",12.3444
"14478",0
"14479",0
"14480",0
"14481",13.426
"14482",0.0225941
"14483",4.45919
"14484",0
"14485",0
"14486",0
"14487",0
"14488",0
"14489",26.7074
"14490",0
"14491",0
"14492",0
"14493",0
"14494",0
"14495",0
"14496",0
"14497",0
"14498",2.94953
"14499",5.63219
"14500",0
"14501",0
"14502",0
"14503",4.93546e-10
"14504",0.090542
"14505",3.31798e-09
"14506",7.84034
"14507",13.0813
"14508",0.000511535
"14509",6.64151
"14510",7.51891
"14511",8.60027
"14512",0
"14513",2.32341
"14514",0
"14515",1.22033
"14516",0
"14517",0
"14518",1.89469
"14519",4.78354e-10
"14520",11.1381
"14521",0.000289627
"14522",1.7787
"14523",0
"14524",0
"14525",0
"14526",0
"14527",4.62326
"14528",5.0394
"14529",3.17867
"14530",2.04968
"14531",0
"14532",0
"14533",4.31295
"14534",0
"14535",0
"14536",0
"14537",3.81709
"14538",0
"14539",1.95034
"14540",5.27734
"14541",0
"14542",0
"14543",2.70863
"14544",4.93154
"14545",0
"14546",0
"14547",0
"14548",0
"14549",3.00854
"14550",9.34051
"14551",2.05709
"14552",8.53234
"14553",2.45487
"14554",22.0388
"14555",16.9596
"14556",0
"14557",0
"14558",24.1738
"14559",10.8208
"14560",17.0306
"14561",0
"14562",5.02566
"14563",2.03385
"14564",4.40836
"14565",0.734151
"14566",0
"14567",18.2028
"14568",0
"14569",3.78939
"14570",0
"14571",14.3378
"14572",0
"14573",4.43207
"14574",5.42512
"14575",0
"14576",0
"14577",3.6409
"14578",0
"14579",0
"14580",0
"14581",16.1156
"14582",25.7558
"14583",0
"14584",3.16259
"14585",0
"14586",0
"14587",0
"14588",1.44835
"14589",3.85726
"14590",8.60256
"14591",30.197
"14592",2.82482
"14593",737.457
"14594",7.64883
"14595",0
"14596",0
"14597",0
"14598",0
"14599",0
"14600",1.07714
"14601",0
"14602",2.28198
"14603",0
"14604",17.7374
"14605",0
"14606",2.10825
"14607",0
"14608",0
"14609",16.2072
"14610",5.6452
"14611",4.30903
"14612",4.15984
"14613",0
"14614",3.95686
"14615",0
"14616",5.07726
"14617",18.4433
"14618",0.00282281
"14619",0
"14620",1.68968
"14621",0
"14622",3.68982
"14623",2.52997
"14624",2.53158
"14625",0
"14626",0
"14627",0
"14628",0
"14629",3.22924
"14630",0.752028
"14631",0
"14632",3.6572
"14633",0
"14634",1.83873
"14635",2.95171
"14636",7.41567
"14637",54.7117
"14638",29.9273
"14639",27.18
"14640",7.96416
"14641",0
"14642",6.10703
"14643",0
"14644",0
"14645",0
"14646",0
"14647",7.21554
"14648",4.88267
"14649",16.8282
"14650",2.76203
"14651",0
"14652",0
"14653",0
"14654",16.2369
"14655",0
"14656",0.940552
"14657",1.97205
"14658",2.52518
"14659",8.08548
"14660",18.8762
"14661",0
"14662",0
"14663",58.9421
"14664",6.32649
"14665",2.76336
"14666",2.67432
"14667",12.6298
"14668",12.1387
"14669",0
"14670",3.35997
"14671",0
"14672",0
"14673",0
"14674",275.303
"14675",4.78077
"14676",4.48866
"14677",4.68189
"14678",3.79909
"14679",8.07443
"14680",0
"14681",9.94171
"14682",0
"14683",1.68834
"14684",0.997074
"14685",0
"14686",39.4561
"14687",15.8891
"14688",0
"14689",0
"14690",3.19059
"14691",0
"14692",0
"14693",0
"14694",3.55919
"14695",2.80395
"14696",0
"14697",3.07116
"14698",0
"14699",2.38245
"14700",0
"14701",0
"14702",0
"14703",5.31298
"14704",13.1596
"14705",0
"14706",0
"14707",51.3903
"14708",0
"14709",0
"14710",1.74606
"14711",0
"14712",1.92165
"14713",1.91796
"14714",1.17325
"14715",0
"14716",0
"14717",3.18281
"14718",0
"14719",0
"14720",0
"14721",1.71894
"14722",0
"14723",5.10291
"14724",0
"14725",1.63432
"14726",0
"14727",1.97941
"14728",0
"14729",0
"14730",7.06716
"14731",0
"14732",3.1156
"14733",1.61904
"14734",0
"14735",1.80868
"14736",3.86583
"14737",0
"14738",15.0028
"14739",44.2854
"14740",0
"14741",55.5832
"14742",15.5706
"14743",4.14423
"14744",0
"14745",4.19431
"14746",0.841272
"14747",0
"14748",134.831
"14749",5.27585
"14750",0
"14751",17.2508
"14752",6.98774
"14753",1.37916
"14754",2.44609
"14755",0
"14756",0
"14757",2.59422
"14758",5.01802
"14759",1.32153e-06
"14760",0
"14761",0
"14762",0
"14763",0
"14764",0
"14765",1.73768
"14766",0
"14767",0
"14768",19.8419
"14769",3.7018
"14770",3.48031
"14771",0
"14772",0
"14773",0
"14774",6.2312
"14775",0
"14776",12.7747
"14777",0
"14778",0
"14779",0
"14780",28.0923
"14781",2.56747
"14782",57.1322
"14783",0
"14784",0
"14785",0
"14786",0
"14787",0
"14788",0
"14789",0
"14790",0
"14791",0
"14792",0
"14793",0
"14794",0
"14795",3.56438
"14796",2.64942
"14797",3.2513
"14798",0
"14799",0
"14800",0
"14801",1.80407
"14802",10.7696
"14803",2.42377
"14804",0
"14805",0
"14806",0
"14807",0
"14808",0
"14809",0
"14810",2.14226
"14811",0
"14812",1.36219
"14813",1.76618
"14814",0
"14815",0
"14816",0
"14817",0
"14818",0
"14819",3.46327
"14820",66.9287
"14821",0
"14822",0
"14823",5.2857
"14824",0
"14825",0
"14826",7.06554
"14827",0
"14828",0
"14829",2.64832
"14830",0
"14831",13.3582
"14832",0
"14833",3.50632
"14834",0
"14835",0
"14836",0
"14837",0
"14838",0
"14839",0
"14840",0
"14841",0
"14842",0
"14843",7.8621
"14844",0
"14845",0
"14846",0
"14847",0
"14848",11.3872
"14849",0
"14850",2.66716
"14851",4.7236
"14852",9.11461
"14853",0
"14854",1.7035
"14855",0
"14856",0
"14857",0
"14858",10.9944
"14859",4.04731
"14860",0
"14861",0
"14862",0
"14863",4.67293
"14864",0
"14865",4.11685
"14866",4.3641
"14867",6.20819
"14868",1.52778
"14869",1.91934
"14870",2.47036
"14871",0
"14872",1.47626
"14873",35.1994
"14874",0
"14875",11.2905
"14876",4.41304e-05
"14877",4.83747
"14878",0
"14879",2.88544
"14880",0
"14881",0
"14882",0
"14883",0
"14884",0
"14885",0
"14886",6.97023
"14887",0
"14888",0
"14889",0
"14890",0
"14891",0
"14892",0
"14893",0
"14894",6.68755
"14895",0
"14896",2.50295
"14897",0
"14898",3.35253
"14899",0
"14900",0
"14901",0
"14902",3.74877
"14903",17.2307
"14904",16.1653
"14905",0
"14906",0
"14907",0
"14908",0
"14909",0
"14910",2.90649
"14911",0
"14912",15.5785
"14913",0
"14914",4.21873
"14915",0
"14916",0
"14917",0
"14918",0
"14919",19.4463
"14920",7.01815e-06
"14921",7.0871e-06
