"","FPKM.liver.tablemaker"
"2047",21.7357
"2048",0.00010252
"2049",0.000205567
"2050",43.4088
"2051",0
"2052",0
"2053",0
"2054",0
"2055",0
"2056",2.54776
"2057",0
"2058",0
"2059",0
"2060",14.6098
"2061",3.66481
"2062",25.6507
"2063",0
"2064",0
"2065",21.1462
"2066",0
"2067",0
"2068",9.71887
"2069",0
"2070",0
"2071",0
"2072",0
"2073",1.69572
"2074",0
"2075",2.46637
"2076",3.84549
"2077",8.21536
"2078",2.59132
"2079",0
"2080",1.45927
"2081",0
"2082",3.47337
"2083",3.94454
"2084",19.3359
"2085",5.3951e-05
"2086",0
"2087",7.59054
"2088",1031.63
"2089",3.36207
"2090",0
"2091",7.94968
"2092",12.7824
"2093",0
"2094",8.94679
"2095",4.68675
"2096",27.3682
"2097",2.24081
"2098",0
"2099",0
"2100",14.4549
"2101",0
"2102",0
"2103",0
"2104",0
"2105",8.22632
"2106",25.8916
"2107",0
"2108",0
"2109",2.41257
"2110",6.37329
"2111",1.75011
"2112",0
"2113",0
"2114",0
"2115",7.09546
"2116",36.6604
"2117",35.4802
"2118",0
"2119",0
"2120",3.36483
"2121",2.84936
"2122",0
"2123",0
"2124",0
"2125",0
"2126",0
"2127",25.0956
"2128",0.00312031
"2129",1140.25
"2130",0
"2131",0
"2132",14.0577
"2133",0
"2134",3.86364
"2135",7.53551
"2136",0
"2137",0
"2138",28.3099
"2139",269.358
"2140",0.00772253
"2141",14.601
"2142",0
"2143",0
"2144",2.8896
"2145",0
"2146",0
"2147",3.24476
"2148",0
"2149",2.35156
"2150",0
"2151",0
"2152",3.35254
"2153",0
"2154",31.7922
"2155",0
"2156",0
"2157",0
"2158",17.1152
"2159",0
"2160",0
"2161",0
"2162",0
"2163",0
"2164",1.5464
"2165",0
"2166",8.61309
"2167",6.2848
"2168",0
"2169",7.6188
"2170",5.2728
"2171",12.4723
"2172",0
"2173",0
"2174",8.92429
"2175",0
"2176",0
"2177",300.715
"2178",198.894
"2179",190.778
"2180",1263.7
"2181",3.16089
"2182",0
"2183",0
"2184",0
"2185",0
"2186",0
"2187",7.50698
"2188",15.2488
"2189",0
"2190",37.2767
"2191",7.41699
"2192",15.3785
"2193",0
"2194",0
"2195",2.95329
"2196",29.9399
"2197",28.6339
"2198",3.33614
"2199",0
"2200",7.90907
"2201",0.000127753
"2202",24.1071
"2203",0
"2204",34.121
"2205",0
"2206",0
"2207",0
"2208",0
"2209",2.38306
"2210",0
"2211",0
"2212",0
"2213",3.11389
"2214",0
"2215",0
"2216",0
"2217",0
"2218",94.9222
"2219",2.35562
"2220",0
"2221",0
"2222",0
"2223",0
"2224",0
"2225",0
"2226",2.43554
"2227",0
"2228",0
"2229",0
"2230",0
"2231",0
"2232",0
"2233",0
"2234",0
"2235",2.56459
"2236",0
"2237",0
"2238",48.609
"2239",0.800908
"2240",0
"2241",1.90226
"2242",1.35221
"2243",21.7003
"2244",31.6182
"2245",0
"2246",0
"2247",0
"2248",5.65691
"2249",0
"2250",6.20587
"2251",0
"2252",5.94685
"2253",0
"2254",0
"2255",2.41247e-05
"2256",15.3048
"2257",1.68247
"2258",15.3827
"2259",4.76868
"2260",0
"2261",0
"2262",0
"2263",0
"2264",0
"2265",1.58781
"2266",0
"2267",0
"2268",0
"2269",23.6362
"2270",0
"2271",0
"2272",0
"2273",0
"2274",0
"2275",4.66293
"2276",4.96265
"2277",0
"2278",0
"2279",2.38862
"2280",0
"2281",0
"2282",0
"2283",0
"2284",0
"2285",2.78351
"2286",2.3043e-05
"2287",0
"2288",0
"2289",0
"2290",6.0524
"2291",5.15301
"2292",0
"2293",3.94956
"2294",3.15471
"2295",536.618
"2296",0
"2297",0
"2298",0
"2299",0
"2300",2.628
"2301",0
"2302",0
"2303",14.1947
"2304",3.96856
"2305",0
"2306",16.5611
"2307",0
"2308",0
"2309",0
"2310",1.90936
"2311",0
"2312",7.0853
"2313",0
"2314",0
"2315",0
"2316",0
"2317",0
"2318",0
"2319",0
"2320",0
"2321",0
"2322",0
"2323",0
"2324",3.03536
"2325",0
"2326",0
"2327",0
"2328",0
"2329",0
"2330",7.17425
"2331",0
"2332",0
"2333",1.59337
"2334",6.46901
"2335",0
"2336",0
"2337",9.77951
"2338",0
"2339",1.32335
"2340",0
"2341",4.81922
"2342",0
"2343",3.10101
"2344",2.35427
"2345",3.08
"2346",0
"2347",2.8896
"2348",0
"2349",3.38163
"2350",0
"2351",0
"2352",2.3597
"2353",0
"2354",0
"2355",0
"2356",0
"2357",0
"2358",3.39848
"2359",0
"2360",0
"2361",14.535
"2362",3.64023
"2363",8.37184
"2364",0
"2365",0
"2366",0
"2367",0
"2368",4.28436
"2369",0
"2370",4.68139
"2371",0
"2372",6.23941
"2373",0
"2374",0
"2375",1.83158
"2376",0
"2377",0
"2378",5.9194
"2379",0
"2380",0
"2381",0
"2382",0
"2383",7.17606
"2384",8.92727
"2385",0
"2386",156.359
"2387",8.1015
"2388",0
"2389",0
"2390",2.96498
"2391",5.56954
"2392",4.91178
"2393",0
"2394",0
"2395",0
"2396",0
"2397",0
"2398",3.07644
"2399",0
"2400",0
"2401",9.62212
"2402",1.70989
"2403",9.87867
"2404",0
"2405",4.6232
"2406",3.36494
"2407",5.65324
"2408",6.54621
"2409",0
"2410",0
"2411",0
"2412",0
"2413",0
"2414",0
"2415",21.1912
"2416",0
"2417",14.0577
"2418",0
"2419",7.77905
"2420",0
"2421",10.8154
"2422",0
"2423",0
"2424",7.80779
"2425",3.84925
"2426",0
"2427",0
"2428",0
"2429",0
"2430",0
"2431",0
"2432",1.87781
"2433",0
"2434",5.5818
"2435",0
"2436",0
"2437",0
"2438",0
"2439",0
"2440",0
"2441",0
"2442",3.40685
"2443",0
"2444",58.2312
"2445",0
"2446",0
"2447",0
"2448",2.2445
"2449",3.96103
"2450",0
"2451",0
"2452",3.15972
"2453",0
"2454",5.17072
"2455",0
"2456",0
"2457",2.37413
"2458",95.4158
"2459",1.2676
"2460",55.4684
"2461",0
"2462",2.89984
"2463",0
"2464",0
"2465",56.8163
"2466",11.4915
"2467",0
"2468",1.18913
"2469",16.2261
"2470",0
"2471",5.63561
"2472",0
"2473",0
"2474",0
"2475",8.29867
"2476",0
"2477",0
"2478",0
"2479",6.13442
"2480",0
"2481",0
"2482",0.0642572
"2483",15.5761
"2484",1.32251e-17
"2485",0
"2486",0
"2487",4.9284
"2488",0
"2489",0
"2490",0
"2491",0
"2492",0
"2493",0
"2494",0
"2495",0.554532
"2496",6.33789
"2497",0
"2498",0
"2499",0
"2500",1.85399
"2501",23.9533
"2502",43.2536
"2503",0
"2504",84.0649
"2505",2.94479
"2506",0
"2507",31.6776
"2508",0
"2509",0
"2510",0
"2511",4.96542
"2512",6.92276
"2513",4.67604
"2514",0
"2515",0
"2516",0
"2517",2.05822
"2518",0
"2519",0
"2520",3.10916
"2521",0
"2522",0
"2523",0
"2524",0
"2525",4.83631
"2526",0
"2527",0
"2528",3.08119
"2529",0
"2530",4.33428
"2531",0
"2532",6.18038
"2533",0
"2534",6.42291
"2535",0
"2536",0
"2537",0
"2538",1.86668
"2539",0
"2540",0
"2541",1.36941
"2542",0
"2543",0
"2544",0
"2545",2.6735
"2546",2.12779
"2547",0
"2548",3.37466
"2549",0
"2550",0
"2551",0
"2552",0
"2553",64.6297
"2554",12.538
"2555",2.64492
"2556",2.55253
"2557",0
"2558",0
"2559",0
"2560",0
"2561",0
"2562",0
"2563",0
"2564",3.42683
"2565",4.31599
"2566",0
"2567",3.69947
"2568",2.21654
"2569",5.23569
"2570",18.8245
"2571",2.28843
"2572",0
"2573",0
"2574",0
"2575",0
"2576",0
"2577",0
"2578",28.1153
"2579",0
"2580",108.58
"2581",36.0478
"2582",0
"2583",0.984085
"2584",0
"2585",3.08107
"2586",0
"2587",0
"2588",17.0201
"2589",14.5858
"2590",0
"2591",1.15133
"2592",2.69545
"2593",5.19691
"2594",7.89334e-05
"2595",44.1421
"2596",0
"2597",11.2101
"2598",0
"2599",0
"2600",2.68836
"2601",19.2098
"2602",1.11906
"2603",25.2937
"2604",0.000981104
"2605",0
"2606",0
"2607",7.92882
"2608",0
"2609",20.2795
"2610",3.16701
"2611",26.8427
"2612",395.582
"2613",5.57207
"2614",1.53826
"2615",0
"2616",0.776735
"2617",0
"2618",2.96077
"2619",3.30648
"2620",8.41928
"2621",1.80572
"2622",1.68316
"2623",0
"2624",0
"2625",0
"2626",0
"2627",0
"2628",0
"2629",6.21795
"2630",41.324
"2631",1.7798
"2632",0
"2633",2.41257
"2634",0
"2635",0
"2636",3.83128
"2637",0
"2638",0
"2639",6.91469
"2640",2.20341
"2641",0
"2642",5.97056
"2643",0
"2644",10.6201
"2645",0
"2646",5.82826
"2647",99.9206
"2648",0
"2649",2.5502
"2650",1.05923
"2651",17.0439
"2652",0
"2653",15.5267
"2654",0
"2655",0
"2656",0
"2657",0
"2658",0
"2659",0
"2660",4.30691
"2661",270.833
"2662",0
"2663",0
"2664",87.4189
"2665",1.7675
"2666",2.46272
"2667",0
"2668",6.26555
"2669",0
"2670",2.82574
"2671",0
"2672",12.278
"2673",652.589
"2674",8.38368
"2675",7.73488
"2676",5.70666
"2677",9.66759
"2678",0
"2679",5.23914
"2680",0
"2681",4.68167
"2682",0
"2683",5.04526
"2684",0
"2685",4.07144
"2686",0
"2687",2.43562
"2688",1.7798
"2689",0
"2690",0
"2691",0
"2692",0
"2693",3.13537
"2694",6.69677
"2695",18.0626
"2696",0
"2697",3.92291
"2698",117.928
"2699",0
"2700",0
"2701",0
"2702",24.3074
"2703",0
"2704",0
"2705",0
"2706",0
"2707",2.43632
"2708",0
"2709",2.92479
"2710",0
"2711",0
"2712",128.409
"2713",0
"2714",2.19161
"2715",0
"2716",8.61405
"2717",0
"2718",0
"2719",0
"2720",8.77438
"2721",0
"2722",0
"2723",4.47164
"2724",3.33467
"2725",15.838
"2726",0
"2727",0
"2728",0
"2729",2.99216
"2730",18.2235
"2731",0
"2732",0
"2733",0
"2734",0
"2735",19.4496
"2736",4.26279e-05
"2737",0
"2738",0
"2739",6.42291
"2740",3.60985
"2741",512.58
"2742",50.5652
"2743",45.2335
"2744",474.58
"2745",48.0062
"2746",45.5079
"2747",0
"2748",2.46044
"2749",5.60504
"2750",7.54908
"2751",1.65927
"2752",0
"2753",0
"2754",12.8241
"2755",0
"2756",1.0161
"2757",0
"2758",0
"2759",47.6563
"2760",13.3565
"2761",0
"2762",5.34862
"2763",2.27066
"2764",0
"2765",0
"2766",0
"2767",0
"2768",14.4826
"2769",0
"2770",4.58377
"2771",1.68663
"2772",0
"2773",163.355
"2774",4.67625
"2775",0
"2776",0
"2777",4.23558
"2778",13.2071
"2779",0
"2780",0
"2781",0
"2782",0
"2783",0
"2784",0
"2785",0
"2786",0
"2787",2.85931
"2788",0
"2789",0
"2790",0
"2791",0
"2792",3.65976
"2793",14.7182
"2794",2.34751
"2795",134.368
"2796",0
"2797",0
"2798",0
"2799",4.89146
"2800",0
"2801",0
"2802",2.12838
"2803",6.19788
"2804",0.00139962
"2805",24.0684
"2806",8.1989
"2807",1.46606
"2808",51.7162
"2809",32.1337
"2810",7.33619
"2811",23.879
"2812",360.359
"2813",0
"2814",40.1892
"2815",0
"2816",10.9017
"2817",4.3093e-07
"2818",3.75043e-07
"2819",0
"2820",0
"2821",1.63868
"2822",0
"2823",0
"2824",5.52184
"2825",15.8468
"2826",0
"2827",0
"2828",0
"2829",0
"2830",26.5269
"2831",15.8995
"2832",0
"2833",0
"2834",0
"2835",78.9443
"2836",0.0822792
"2837",74.9652
"2838",0.00109906
"2839",0
"2840",0
"2841",0
"2842",0
"2843",0
"2844",0
"2845",0
"2846",0
"2847",0
"2848",1.63736
"2849",0
"2850",0
"2851",3.33739
"2852",26.4617
"2853",0
"2854",0
"2855",44.7614
"2856",0
"2857",2.72416
"2858",0
"2859",0
"2860",2.4919
"2861",0
"2862",26.2949
"2863",0
"2864",0
"2865",6.10696
"2866",3.26982
"2867",1.78058
"2868",0
"2869",0
"2870",0.937418
"2871",7.90676
"2872",0
"2873",3.40969
"2874",0
"2875",115.68
"2876",11.513
"2877",3.22107
"2878",0.000691424
"2879",0
"2880",0
"2881",28.785
"2882",1.36621
"2883",0
"2884",37.5365
"2885",80.0952
"2886",0
"2887",0
"2888",1.93922
"2889",0
"2890",524.003
"2891",12.3436
"2892",6.16254
"2893",134.146
"2894",862.472
"2895",6.0524
"2896",6.31389
"2897",4.8789
"2898",9.75331
"2899",5.98634
"2900",1.32164
"2901",0
"2902",74.7225
"2903",7.20609e-07
"2904",0
"2905",3.63699
"2906",10.2277
"2907",3.62732
"2908",0
"2909",11.0684
"2910",33.1313
"2911",3.15958
"2912",0
"2913",0
"2914",9.49339
"2915",3.24219
"2916",0
"2917",0
"2918",0
"2919",0
"2920",0
"2921",23.579
"2922",2.47532
"2923",0
"2924",14.0788
"2925",0
"2926",3.33739
"2927",7.3458
"2928",0
"2929",0
"2930",0
"2931",0
"2932",136.49
"2933",0
"2934",0
"2935",2.98662
"2936",0
"2937",0
"2938",0
"2939",0
"2940",0
"2941",0
"2942",0
"2943",0
"2944",8.16617
"2945",19.8932
"2946",2.37435e-05
"2947",244.01
"2948",0
"2949",99.0297
"2950",2.21294
"2951",23.7673
"2952",0.000714885
"2953",2.9268
"2954",0
"2955",0
"2956",0
"2957",0
"2958",0
"2959",0
"2960",0
"2961",1.35177
"2962",0
"2963",0
"2964",1.56234
"2965",0
"2966",0
"2967",0
"2968",0
"2969",48.7784
"2970",0
"2971",0
"2972",3.71626
"2973",1.83487
"2974",1.15948
"2975",2.66907
"2976",0
"2977",0
"2978",2.61952
"2979",13.5039
"2980",0
"2981",0.371942
"2982",4.63002
"2983",7.17844
"2984",0
"2985",2.61283
"2986",1.61858
"2987",0
"2988",1225.18
"2989",0
"2990",0
"2991",0
"2992",2.69545
"2993",45.5403
"2994",20.4776
"2995",0.000726204
"2996",7.67194
"2997",0
"2998",10.1974
"2999",42.5104
"3000",3.8565
"3001",0.193709
"3002",2.99534
"3003",220.048
"3004",253.903
"3005",75.7737
"3006",255.719
"3007",0
"3008",0
"3009",0
"3010",581.945
"3011",7.45588
"3012",4.11644
"3013",0
"3014",4.75781
"3015",12.1117
"3016",0
"3017",0
"3018",2.699
"3019",0
"3020",0
"3021",0
"3022",0
"3023",78.085
"3024",0
"3025",0
"3026",0
"3027",0
"3028",0
"3029",3.25908
"3030",0
"3031",0
"3032",0
"3033",0
"3034",2.45306
"3035",0
"3036",0
"3037",0
"3038",31.7958
"3039",242.896
"3040",17.4808
"3041",0
"3042",6.64788
"3043",0
"3044",0
"3045",0
"3046",0
"3047",0
"3048",0
"3049",0
"3050",0
"3051",2.01266
"3052",0
"3053",1.6205
"3054",21.0291
"3055",2.79105
"3056",0
"3057",0
"3058",0
"3059",0
"3060",0
"3061",0
"3062",2.17534
"3063",0
"3064",0
"3065",0
"3066",2.21774
"3067",0
"3068",0
"3069",0
"3070",0
"3071",0
"3072",4.18669
"3073",0
"3074",12.5956
"3075",4.18361
"3076",3.29053
"3077",0
"3078",0
"3079",9.36306
"3080",0
"3081",1.74827
"3082",0
"3083",0
"3084",0
"3085",8.41021
"3086",0
"3087",5.39089
"3088",0
"3089",0
"3090",0
"3091",43.9864
"3092",9.1536
"3093",0
"3094",0
"3095",2.29877
"3096",2.56942
"3097",0.00848194
"3098",8.84707
"3099",24.7974
"3100",0
"3101",0
"3102",0
"3103",0
"3104",0
"3105",0
"3106",0
"3107",0
"3108",0
"3109",0
"3110",0
"3111",2.02265
"3112",0
"3113",0
"3114",4.59207
"3115",0
"3116",0
"3117",0
"3118",0
"3119",4.55121
"3120",0
"3121",4.22264
"3122",2.32616
"3123",11.2718
"3124",0
"3125",0
"3126",0
"3127",26.8592
"3128",0
"3129",0
"3130",0
"3131",2.75421
"3132",0
"3133",3.32654
"3134",5.30355
"3135",2.02461
"3136",0
"3137",0
"3138",0
"3139",0
"3140",0
"3141",0
"3142",0
"3143",0
"3144",7.75432
"3145",10.2613
"3146",8.08634
"3147",0
"3148",2.59296
"3149",11.7916
"3150",0
"3151",0
"3152",0
"3153",0
"3154",0
"3155",0
"3156",7.58659
"3157",0
"3158",19.8932
"3159",0
"3160",12.8365
"3161",0
"3162",0
"3163",0
"3164",108.427
"3165",0
"3166",0
"3167",0
"3168",0
"3169",0
"3170",5.33467
"3171",7.45284
"3172",0
"3173",0
"3174",0
"3175",1.78992
"3176",2.20816
"3177",0
"3178",4.10788
"3179",4.16263
"3180",0
"3181",7.229
"3182",53.4834
"3183",0
"3184",2.85211
"3185",0
"3186",33.5666
"3187",0
"3188",0
"3189",6.58837
"3190",20.3557
"3191",2.34617
"3192",0
"3193",0
"3194",1.77286
"3195",0
"3196",2.67956
"3197",0
"3198",21.8369
"3199",0
"3200",0
"3201",0
"3202",7.734
"3203",15.0971
"3204",0
"3205",0
"3206",3.46455
"3207",6.98182
"3208",0
"3209",0
"3210",4.47653
"3211",4.23996
"3212",0
"3213",2.03165
"3214",8.95985
"3215",7.70546
"3216",0
"3217",0
"3218",3.5061
"3219",1.97573
"3220",0
"3221",11.4293
"3222",6.05165e-06
"3223",0
"3224",0
"3225",0
"3226",0
"3227",0
"3228",0
"3229",0
"3230",16.0871
"3231",10.6833
"3232",5.96888
"3233",2.95427
"3234",10.4467
"3235",55.5845
"3236",0
"3237",5.45576
"3238",0
"3239",0
"3240",2.35834
"3241",0
"3242",101.409
"3243",62.5935
"3244",7.91842e-05
"3245",5.40157
"3246",1.77748
"3247",0
"3248",0
"3249",3.53657
"3250",3.20662
"3251",0
"3252",0
"3253",0
"3254",94.306
"3255",9.6489
"3256",0
"3257",0
"3258",0
"3259",1.55404
"3260",4.59744
"3261",56.0797
"3262",0
"3263",4.25557
"3264",0
"3265",0
"3266",3.9894
"3267",0
"3268",0
"3269",0
"3270",0
"3271",1.71779
"3272",0
"3273",1.31908
"3274",5.66683
"3275",1.25902
"3276",0
"3277",0
"3278",0
"3279",0
"3280",0
"3281",0
"3282",0
"3283",0
"3284",0
"3285",0
"3286",0
"3287",0
"3288",20.0684
"3289",23.8751
"3290",0
"3291",0
"3292",0
"3293",0
"3294",5.9555
"3295",0
"3296",0
"3297",0
"3298",0
"3299",0
"3300",14.638
"3301",15.1811
"3302",0
"3303",0
"3304",1.36257
"3305",0
"3306",0
"3307",0
"3308",4.25115
"3309",6.99375
"3310",7.98358
"3311",11.0286
"3312",1.17099e-05
"3313",0
"3314",0
"3315",82.0391
"3316",244.488
"3317",3.27998
"3318",0
"3319",48.8509
"3320",1.05456e-07
"3321",9.05129
"3322",0
"3323",20.9455
"3324",35.8855
"3325",0
"3326",0
"3327",0
"3328",0
"3329",2.3216
"3330",2.15512
"3331",3.39837
"3332",0
"3333",0
"3334",52.9826
"3335",0
"3336",3.40413
"3337",2.54459
"3338",2.09403
"3339",8.00639
"3340",0
"3341",0
"3342",44.014
"3343",17.3555
"3344",13.2554
"3345",0.000179835
"3346",0
"3347",0
"3348",0
"3349",2.35562
"3350",0
"3351",0
"3352",0
"3353",0
"3354",0
"3355",0
"3356",0
"3357",2.42621
"3358",22.6485
"3359",1.02814
"3360",7.94124
"3361",30.3276
"3362",4.77982
"3363",2.26437
"3364",0
"3365",5.11684
"3366",0
"3367",0
"3368",0
"3369",0
"3370",3.49574
"3371",0
"3372",0
"3373",3.12102
"3374",2.99215
"3375",1.82763e-05
"3376",9.12665
"3377",0
"3378",3.29175
"3379",0.00556187
"3380",3.29106
"3381",5.39336
"3382",5.44803
"3383",87.5027
"3384",5.84316e-06
"3385",7.36993
"3386",104.083
"3387",0
"3388",9.71765
"3389",13.2589
"3390",0
"3391",20.0995
"3392",2.44866
"3393",0
"3394",0
"3395",0
"3396",0
"3397",5.13682
"3398",87.0407
"3399",0
"3400",0
"3401",14.1287
"3402",25.2151
"3403",0
"3404",0
"3405",42.8597
"3406",1.95497
"3407",0
"3408",0
"3409",0
"3410",0
"3411",0
"3412",5.18922
"3413",1.98725
"3414",3.2294
"3415",0
"3416",0
"3417",0
"3418",0
"3419",0
"3420",0
"3421",3.65323
"3422",0
"3423",7.63377
"3424",0
"3425",0
"3426",5.31361
"3427",5.45922
"3428",0
"3429",0
"3430",0
"3431",3.38152
"3432",0
"3433",11.2906
"3434",0
"3435",8.63126
"3436",0
"3437",0
"3438",7.10968
"3439",0
"3440",1.80731
"3441",0
"3442",3.54867
"3443",1.77133
"3444",0
"3445",0
"3446",6.51816
"3447",0
"3448",73.9957
"3449",0
"3450",0
"3451",0
"3452",66.335
"3453",0.988364
"3454",205.915
"3455",1.28511
"3456",9.44925
"3457",0
"3458",2.31694
"3459",0
"3460",0
"3461",7.37688
"3462",0
"3463",0
"3464",1.02706
"3465",38.6807
"3466",0
"3467",1.26446
"3468",0
"3469",0
"3470",0
"3471",0
"3472",0
"3473",0
"3474",0
"3475",0
"3476",0
"3477",0
"3478",0
"3479",0.969857
"3480",2.55846
"3481",3.70617
"3482",1.99403
"3483",0
"3484",0
"3485",5.75449
"3486",0
"3487",0
"3488",168.539
"3489",41.3213
"3490",0
"3491",0
"3492",0
"3493",7.6188
"3494",1.64593
"3495",1.92734
"3496",8.13435
"3497",0
"3498",0
"3499",3.85273
"3500",0
"3501",11.1084
"3502",12.6262
"3503",0
"3504",3.72981
"3505",0
"3506",0
"3507",6.47232
"3508",0
"3509",0
"3510",0
"3511",0
"3512",0
"3513",3.6729
"3514",0
"3515",0
"3516",1.95641
"3517",0
"3518",25.9782
"3519",4.27541
"3520",0
"3521",58.9087
"3522",0
"3523",0
"3524",1.36758
"3525",24.6461
"3526",182.717
"3527",0
"3528",0.0160816
"3529",6.1633
"3530",429.038
"3531",58.8696
"3532",159.417
"3533",1.92101
"3534",0
"3535",0
"3536",0
"3537",0
"3538",0
"3539",9.41165
"3540",2.02863
"3541",0
"3542",0
"3543",1.96341
"3544",16.8078
"3545",0
"3546",17.2497
"3547",36.6354
"3548",8.11448
"3549",3.42467e-05
"3550",0.801013
"3551",1.46054
"3552",0
"3553",4.72484
"3554",0
"3555",9.27113
"3556",6.11608
"3557",0
"3558",0
"3559",0
"3560",1.74638
"3561",0
"3562",0
"3563",0
"3564",0
"3565",2.53513
"3566",0
"3567",20.7234
"3568",0
"3569",0
"3570",0
"3571",0
"3572",331.728
"3573",0
"3574",24.0455
"3575",0
"3576",0
"3577",0.904472
"3578",3.75377
"3579",53.4448
"3580",0
"3581",3.51514
"3582",2.12447
"3583",0
"3584",0
"3585",5.07655
"3586",0
"3587",0
"3588",0
"3589",3.71964
"3590",0
"3591",2.32088
"3592",0
"3593",7.96462
"3594",0
"3595",2.80829
"3596",18.6828
"3597",0
"3598",1.83158
"3599",25.24
"3600",3.76759
"3601",0
"3602",5.45568
"3603",1.40853
"3604",9.89115
"3605",6.599
"3606",47.0733
"3607",7.43289
"3608",0
"3609",6.2774
"3610",0
"3611",0
"3612",8.6369
"3613",7.85857
"3614",127.843
"3615",0
"3616",35.5803
"3617",2.45453
"3618",0
"3619",6.44121
"3620",0
"3621",18.7685
"3622",0
"3623",0
"3624",1.06226
"3625",3.1223
"3626",0
"3627",0
"3628",22.2125
"3629",5.76292
"3630",1889.67
"3631",0.013049
"3632",15.4539
"3633",66.7848
"3634",872.268
"3635",0
"3636",0
"3637",17.0532
"3638",0
"3639",1.64791
"3640",13.6361
"3641",0
"3642",0
"3643",0
"3644",6.65599
"3645",0
"3646",0
"3647",10.1445
"3648",0
"3649",0
"3650",4.62843
"3651",0
"3652",0
"3653",0
"3654",0
"3655",0
"3656",0
"3657",0
"3658",3.53641
"3659",2.6535
"3660",4.75788
"3661",13.2699
"3662",0
"3663",0
"3664",0
"3665",0
"3666",16.3015
"3667",171.884
"3668",4.45218
"3669",0
"3670",0
"3671",0
"3672",2.17419
"3673",3.66317
"3674",16.4655
"3675",4.41852
"3676",0
"3677",0
"3678",4.19218
"3679",1.35985
"3680",0
"3681",5.2254
"3682",0
"3683",0
"3684",0
"3685",0
"3686",4.59228
"3687",0
"3688",0
"3689",11.9983
"3690",0
"3691",0
"3692",14.1061
"3693",0
"3694",0
"3695",0
"3696",6.22779
"3697",0
"3698",0
"3699",0
"3700",0
"3701",0
"3702",0
"3703",8.95228
"3704",3.99569
"3705",0
"3706",8.16617
"3707",0
"3708",3.54253
"3709",5.83424
"3710",0
"3711",6.49426
"3712",0
"3713",25.6401
"3714",4.79404
"3715",2.26756
"3716",0
"3717",0
"3718",0
"3719",0
"3720",13.9078
"3721",0
"3722",0
"3723",3.14743
"3724",0
"3725",0
"3726",41.4902
"3727",5.06825
"3728",0
"3729",476.674
"3730",33.1221
"3731",0
"3732",0
"3733",21.6326
"3734",0
"3735",0
"3736",0
"3737",9.31927
"3738",0
"3739",2.46192
"3740",3.61623
"3741",0
"3742",10.8487
"3743",6.03936
"3744",7.13895
"3745",0
"3746",5.60003
"3747",0
"3748",8.75199
"3749",0
"3750",1.57619
"3751",2.63131
"3752",0
"3753",6.62721
"3754",11.7622
"3755",0
"3756",0
"3757",2.50416
"3758",1.78368
"3759",8.40192
"3760",0
"3761",0
"3762",0
"3763",0
"3764",22.1242
"3765",46.2763
"3766",0
"3767",0
"3768",0
"3769",5.18567
"3770",0
"3771",44.2786
"3772",23.5131
"3773",4.66006
"3774",1.77286
"3775",3.11864
"3776",0
"3777",1.06309
"3778",169.472
"3779",2.10372
"3780",0
"3781",0
"3782",0
"3783",0
"3784",0
"3785",0
"3786",0
"3787",0
"3788",3.90419
"3789",8.99953
"3790",0
"3791",4.14967
"3792",0
"3793",9.6577
"3794",25.6507
"3795",0
"3796",0
"3797",0
"3798",0
"3799",0
"3800",6.04382
"3801",1.82423
"3802",0
"3803",0
"3804",1375.18
"3805",0
"3806",0
"3807",333.42
"3808",39.2394
"3809",2.84539
"3810",6.77378
"3811",0
"3812",0
"3813",0
"3814",0
"3815",2.97576
"3816",0
"3817",2.8435
"3818",0
"3819",0
"3820",0
"3821",2.3026
"3822",3.36218
"3823",1.78213
"3824",0
"3825",0
"3826",0
"3827",3.93446
"3828",0
"3829",0
"3830",2.65006
"3831",25.8313
"3832",0
"3833",0
"3834",6.07072
"3835",0
"3836",0
"3837",0
"3838",0
"3839",2.51031
"3840",253.039
"3841",35.8213
"3842",33.3384
"3843",19.0818
"3844",0
"3845",0
"3846",0
"3847",0
"3848",0
"3849",0
"3850",0
"3851",0
"3852",6.41827
"3853",0
"3854",0
"3855",0
"3856",0
"3857",0
"3858",0
"3859",0
"3860",4.1123
"3861",2.62625
"3862",0
"3863",0
"3864",5.16603
"3865",0
"3866",0
"3867",3.6729
"3868",362.292
"3869",10.7397
"3870",0
"3871",2.89377
"3872",0
"3873",0
"3874",0
"3875",2.46786
"3876",0
"3877",0
"3878",4.52604
"3879",4.21811
"3880",2.55731
"3881",0
"3882",7.19039
"3883",17.1485
"3884",0
"3885",0
"3886",0
"3887",2.3091
"3888",0
"3889",7.01437
"3890",68.3032
"3891",2.26693
"3892",0
"3893",17.2648
"3894",12.0699
"3895",0
"3896",0
"3897",0
"3898",5.60712
"3899",5.16479
"3900",27.2775
"3901",0
"3902",19.853
"3903",8.13209
"3904",2.32484
"3905",13.1955
"3906",4.24862e-06
"3907",0
"3908",0
"3909",3.31844
"3910",2.75906
"3911",0
"3912",37.7988
"3913",0
"3914",0
"3915",2.19043
"3916",4.74655
"3917",1.66468
"3918",1.55877
"3919",2.67606
"3920",0
"3921",6.19911
"3922",0
"3923",2.93739
"3924",5.53678
"3925",0
"3926",4.99573
"3927",4.8624
"3928",0
"3929",0
"3930",0
"3931",0
"3932",0
"3933",2.291
"3934",0
"3935",0
"3936",1.86753
"3937",1.60811
"3938",0
"3939",7.82331
"3940",10.9531
"3941",0
