"","FPKM.liver.tablemaker"
"3942",3.09505
"3943",1.33023
"3944",0
"3945",2.2445
"3946",56.0382
"3947",0
"3948",0
"3949",0
"3950",3.09739
"3951",0
"3952",7.6904
"3953",0
"3954",0
"3955",0
"3956",2.88552
"3957",11.1472
"3958",0
"3959",0
"3960",0
"3961",20.4841
"3962",18.4853
"3963",0
"3964",11.3137
"3965",2.42976
"3966",67.9367
"3967",8.74769
"3968",5.62013
"3969",0
"3970",28.4882
"3971",0
"3972",0
"3973",0
"3974",0
"3975",0
"3976",0
"3977",3.71964
"3978",0
"3979",0
"3980",3.23333
"3981",49.1457
"3982",10.2859
"3983",0
"3984",0
"3985",0
"3986",0
"3987",0
"3988",0
"3989",2.12807e-05
"3990",76.5207
"3991",67.9034
"3992",1.18948
"3993",6.17106
"3994",10.4242
"3995",0
"3996",37.5857
"3997",0
"3998",0
"3999",1.46083
"4000",0
"4001",0
"4002",3.25639
"4003",3.24607
"4004",3.26674
"4005",3.27714
"4006",20.0469
"4007",65.1017
"4008",0
"4009",0
"4010",8.83628
"4011",17.7878
"4012",0
"4013",0
"4014",0
"4015",13.1767
"4016",6.04096
"4017",0
"4018",13.0515
"4019",0
"4020",0
"4021",0
"4022",2.68132
"4023",0
"4024",0
"4025",0
"4026",1.94938
"4027",226.62
"4028",0
"4029",9.31927
"4030",89.4708
"4031",73.9761
"4032",209.358
"4033",0
"4034",0
"4035",6.2152
"4036",0
"4037",0
"4038",0
"4039",0
"4040",210.255
"4041",1.883
"4042",0
"4043",55.2065
"4044",7.94421
"4045",9.29922
"4046",2.21414
"4047",0.319485
"4048",53.435
"4049",0
"4050",149.498
"4051",15.9169
"4052",60.5533
"4053",0
"4054",0
"4055",0
"4056",0
"4057",1.63149
"4058",0
"4059",0
"4060",0
"4061",52.3462
"4062",7.40804
"4063",0
"4064",2.04485
"4065",0
"4066",0
"4067",0
"4068",0
"4069",0
"4070",27.5809
"4071",0
"4072",46.4234
"4073",7.53463
"4074",0
"4075",0
"4076",35.6669
"4077",2.051
"4078",59.4869
"4079",0
"4080",1.489
"4081",23.579
"4082",2.6212
"4083",23.8485
"4084",0.00207121
"4085",0
"4086",0
"4087",0
"4088",7.68154
"4089",0
"4090",1255.95
"4091",0
"4092",0
"4093",4.12042
"4094",1.71851
"4095",0
"4096",0
"4097",18.1738
"4098",0
"4099",0
"4100",5.3182
"4101",0
"4102",0
"4103",80.5785
"4104",0
"4105",39.584
"4106",0
"4107",0
"4108",4.20528
"4109",2.03777e-05
"4110",2.07732e-05
"4111",2.03777e-05
"4112",14.8482
"4113",7.99076
"4114",0
"4115",0
"4116",0
"4117",0
"4118",0
"4119",4.59207
"4120",0
"4121",4.74134
"4122",0
"4123",43.6246
"4124",0.00365097
"4125",0
"4126",0
"4127",0
"4128",115.78
"4129",14.0577
"4130",57.1572
"4131",1.16775
"4132",0
"4133",0
"4134",16.3877
"4135",0
"4136",3.73795
"4137",0
"4138",0
"4139",1.84563
"4140",13.0976
"4141",0
"4142",0
"4143",0
"4144",10.115
"4145",0
"4146",0
"4147",3.41978
"4148",7.55284
"4149",2.38104
"4150",1771.32
"4151",86.9749
"4152",0
"4153",31.0636
"4154",1.79071
"4155",3.23294
"4156",7.93753
"4157",10.2791
"4158",0
"4159",0
"4160",2.48585
"4161",0
"4162",0
"4163",20.7669
"4164",0
"4165",5.25898
"4166",0
"4167",0
"4168",0
"4169",0
"4170",2.28078
"4171",0
"4172",0
"4173",10.2022
"4174",3.05576
"4175",3.52422
"4176",5.70682
"4177",3.06951
"4178",5.37645
"4179",0
"4180",4.08749
"4181",0
"4182",0
"4183",1.65324
"4184",2.20341
"4185",4.31617
"4186",0
"4187",5.76105
"4188",0.964144
"4189",1.34113
"4190",0
"4191",0
"4192",6.21827
"4193",5.42211e-05
"4194",0
"4195",20.7702
"4196",0
"4197",0
"4198",4.41878
"4199",0
"4200",0
"4201",0
"4202",9.66531
"4203",0
"4204",28.9959
"4205",0
"4206",2.62547
"4207",6.14385
"4208",1.63145e-06
"4209",2.06133
"4210",0
"4211",10.3844
"4212",7.2799e-05
"4213",3.75735
"4214",9.83536
"4215",3.0512
"4216",0
"4217",16.1147
"4218",5.45529
"4219",1.9611
"4220",0
"4221",0
"4222",0
"4223",0
"4224",0
"4225",47.5037
"4226",13.459
"4227",0
"4228",0
"4229",0
"4230",0
"4231",1.69642
"4232",0
"4233",0
"4234",0
"4235",8.818
"4236",0
"4237",3.92306
"4238",17.0806
"4239",4.77682
"4240",0
"4241",0
"4242",3.04893
"4243",0
"4244",14.1212
"4245",4.04062
"4246",4.37132
"4247",8.47993
"4248",8.55081
"4249",0
"4250",0
"4251",3.62584
"4252",0
"4253",0
"4254",3.74004
"4255",2.22497
"4256",15.4844
"4257",0
"4258",1.90669
"4259",0
"4260",0
"4261",0
"4262",4.03326
"4263",0
"4264",6.86312
"4265",3.11169e-06
"4266",0
"4267",0
"4268",0
"4269",3.37145
"4270",11.5741
"4271",0
"4272",1.77748
"4273",102.93
"4274",0
"4275",374.21
"4276",0.0572993
"4277",30.5804
"4278",1449.37
"4279",0
"4280",17.4351
"4281",3.01049
"4282",11.9235
"4283",4.68675
"4284",8.26047
"4285",0
"4286",22.8547
"4287",0
"4288",2.57501
"4289",0
"4290",1.25093
"4291",0
"4292",6.56238
"4293",29.1557
"4294",4.85959
"4295",0
"4296",4.04706
"4297",0
"4298",0
"4299",6.91948
"4300",66.8928
"4301",12.0159
"4302",1.6276
"4303",0
"4304",0
"4305",0
"4306",0
"4307",4.70832
"4308",2.65694
"4309",11.8599
"4310",7.59054
"4311",2.67606
"4312",21.0735
"4313",3.2171e-07
"4314",0
"4315",0
"4316",0
"4317",0
"4318",0
"4319",0
"4320",111.169
"4321",69.5981
"4322",0
"4323",0
"4324",0
"4325",5.44078
"4326",22.5773
"4327",0
"4328",2.08337
"4329",0
"4330",0
"4331",0
"4332",0
"4333",0
"4334",0
"4335",0
"4336",0
"4337",7.58976
"4338",0
"4339",0
"4340",0
"4341",1.86498
"4342",2.73875
"4343",0
"4344",1.63999
"4345",0
"4346",1.36987
"4347",0
"4348",0
"4349",338.299
"4350",1.66875
"4351",0
"4352",0
"4353",0
"4354",1.83322
"4355",17.7108
"4356",37.0617
"4357",18.2799
"4358",0
"4359",0
"4360",2.29485
"4361",0
"4362",0
"4363",0
"4364",0
"4365",0
"4366",3.18169
"4367",1.57316
"4368",0
"4369",0
"4370",0
"4371",16.6598
"4372",0
"4373",2.70264
"4374",2.64321
"4375",7.71941
"4376",0
"4377",2.19043
"4378",3.20411
"4379",0
"4380",0
"4381",0
"4382",12.2988
"4383",0
"4384",0
"4385",0
"4386",2.16608
"4387",7.70461
"4388",0
"4389",0
"4390",21.0894
"4391",0
"4392",13.7073
"4393",0
"4394",0
"4395",0
"4396",4.48143
"4397",0
"4398",0
"4399",7.22492
"4400",0
"4401",0
"4402",13.3269
"4403",0
"4404",0
"4405",0
"4406",0
"4407",0
"4408",4.48634
"4409",0
"4410",4.01924
"4411",12.8871
"4412",2.14676
"4413",4.41852
"4414",2.13779
"4415",0
"4416",2.74979
"4417",0
"4418",0
"4419",0
"4420",0
"4421",0
"4422",0
"4423",3.18913
"4424",0
"4425",0
"4426",0
"4427",0
"4428",0
"4429",0
"4430",10.2931
"4431",3.95912
"4432",2.81022
"4433",0
"4434",0
"4435",5.15552
"4436",0
"4437",4.27541
"4438",4.23996
"4439",0
"4440",0
"4441",3.91691e-31
"4442",2.95167
"4443",1.32071
"4444",2.39803
"4445",0
"4446",0
"4447",0
"4448",0
"4449",0
"4450",0
"4451",22.4544
"4452",0
"4453",13.3367
"4454",0
"4455",0
"4456",0
"4457",0
"4458",0
"4459",6.35373
"4460",76.1011
"4461",2.97576
"4462",3.50619
"4463",7.30729
"4464",2.05774
"4465",10.3957
"4466",0
"4467",11.8121
"4468",0
"4469",0.509433
"4470",4.59499
"4471",0
"4472",8.8939
"4473",1.2839
"4474",1.37033
"4475",0
"4476",2.02361
"4477",0
"4478",0
"4479",175.961
"4480",8.68622
"4481",0
"4482",0
"4483",3.93059
"4484",0
"4485",26.8013
"4486",0
"4487",0
"4488",0
"4489",0
"4490",0
"4491",0
"4492",0
"4493",10.9699
"4494",0
"4495",11.6723
"4496",10.8533
"4497",0
"4498",96.3182
"4499",0
"4500",18.0089
"4501",0
"4502",0.345414
"4503",1.68231
"4504",6.94626
"4505",0
"4506",0
"4507",0
"4508",7.8912
"4509",8.07815
"4510",0
"4511",0
"4512",0
"4513",48.137
"4514",2.11023
"4515",3.04981
"4516",0
"4517",0
"4518",1.01358
"4519",0
"4520",0
"4521",11.7072
"4522",4.84203
"4523",38.0622
"4524",2.31699
"4525",5.53938
"4526",0
"4527",9.30952
"4528",0
"4529",0
"4530",17.9187
"4531",0
"4532",2.03671
"4533",0
"4534",0
"4535",0
"4536",0
"4537",0
"4538",93.3948
"4539",4.6357
"4540",1.23508
"4541",0
"4542",0
"4543",0
"4544",1.71061
"4545",5.38394
"4546",28.2485
"4547",0
"4548",22.8794
"4549",8.06509
"4550",0
"4551",0
"4552",43.4088
"4553",180.422
"4554",259.701
"4555",0
"4556",46.6855
"4557",7.42525
"4558",0
"4559",0
"4560",0
"4561",0
"4562",17.4753
"4563",0
"4564",2.19985
"4565",0
"4566",0
"4567",3.49131
"4568",0
"4569",3.47337
"4570",0
"4571",0
"4572",0
"4573",0
"4574",0
"4575",4.9775
"4576",4.72212
"4577",3.96856
"4578",0
"4579",6.74931
"4580",3.37466
"4581",8.44012
"4582",0.611414
"4583",0.623318
"4584",1.92916
"4585",0
"4586",0
"4587",0
"4588",6.10696
"4589",5.57713
"4590",0
"4591",1.44179
"4592",0
"4593",0
"4594",0
"4595",0
"4596",0
"4597",0
"4598",1.82505
"4599",1.54058
"4600",3.82407
"4601",0
"4602",0
"4603",0
"4604",13.6068
"4605",23.0413
"4606",0
"4607",10.8775
"4608",0
"4609",4.24014
"4610",0
"4611",0
"4612",0
"4613",10.8304
"4614",0
"4615",0
"4616",8.978
"4617",35.6966
"4618",0
"4619",0
"4620",0
"4621",0
"4622",0
"4623",0
"4624",0
"4625",0
"4626",0
"4627",0
"4628",0
"4629",0
"4630",27.8943
"4631",4.51107
"4632",0
"4633",0
"4634",233.807
"4635",0
"4636",0
"4637",7.20177
"4638",0
"4639",0
"4640",0
"4641",0
"4642",0
"4643",1.71204
"4644",0
"4645",0
"4646",0
"4647",0
"4648",102.017
"4649",26.4308
"4650",0
"4651",0
"4652",0
"4653",41.0504
"4654",0
"4655",5.8785
"4656",3.29175
"4657",6.50262
"4658",75.3344
"4659",0
"4660",1.7294
"4661",0
"4662",0
"4663",0
"4664",0
"4665",1.24674
"4666",0
"4667",0
"4668",0
"4669",0
"4670",2.0994
"4671",4.45479
"4672",0
"4673",0
"4674",0
"4675",9.81084
"4676",0
"4677",17.8925
"4678",0
"4679",0
"4680",6.42351
"4681",0
"4682",0
"4683",0
"4684",1.40274
"4685",0
"4686",0
"4687",0
"4688",0
"4689",3.45006
"4690",4.04195
"4691",0
"4692",4.49127
"4693",48.3144
"4694",0
"4695",0
"4696",8.15619
"4697",0
"4698",3.86729
"4699",4.38537
"4700",6.13406
"4701",0
"4702",4.12474
"4703",45.9077
"4704",0
"4705",0
"4706",0
"4707",21.305
"4708",2.39142
"4709",2.44866
"4710",0
"4711",0.14168
"4712",9.84386
"4713",6.6693
"4714",3.86404e-05
"4715",0
"4716",2.81602
"4717",3.79745
"4718",0
"4719",3.32383
"4720",0
"4721",15.9904
"4722",3.15967
"4723",0
"4724",0
"4725",4.62603
"4726",1.93555
"4727",2.48736
"4728",2.44719
"4729",4.56645
"4730",101.829
"4731",0
"4732",0
"4733",0
"4734",0
"4735",3.28382
"4736",11.5148
"4737",4.362
"4738",0
"4739",122.11
"4740",12.278
"4741",0
"4742",0
"4743",12.221
"4744",0
"4745",1.14745
"4746",0
"4747",0
"4748",0
"4749",0
"4750",0
"4751",6.52533
"4752",3.90047
"4753",0
"4754",0
"4755",11.2248
"4756",0
"4757",0
"4758",1.82995
"4759",3.39555
"4760",3.81679
"4761",0
"4762",0
"4763",0
"4764",0
"4765",87.6161
"4766",0
"4767",30.8088
"4768",0
"4769",2.23347
"4770",0
"4771",4.63126
"4772",2.45012
"4773",110.467
"4774",30.0474
"4775",1.25248
"4776",0
"4777",1.51435
"4778",0
"4779",0
"4780",0
"4781",0
"4782",0
"4783",0
"4784",1.67284
"4785",0
"4786",0
"4787",0
"4788",4.92953
"4789",0
"4790",42.9728
"4791",0
"4792",0
"4793",11.7739
"4794",0
"4795",0.674891
"4796",3.83979
"4797",0
"4798",0
"4799",0
"4800",16.0206
"4801",0
"4802",0
"4803",92.9951
"4804",2.49646
"4805",2.8896
"4806",0
"4807",6.92909
"4808",0
"4809",0
"4810",0
"4811",1.4307
"4812",24.3508
"4813",39.82
"4814",0
"4815",0
"4816",0
"4817",41.8647
"4818",30.6989
"4819",0
"4820",3.16937
"4821",3.4588
"4822",2.31306
"4823",0
"4824",0
"4825",26.7288
"4826",0
"4827",0
"4828",15.4009
"4829",16.6284
"4830",0
"4831",56.8163
"4832",0
"4833",0
"4834",3.8275
"4835",0.00296247
"4836",6.6928
"4837",2.36515
"4838",0
"4839",0
"4840",4.21377
"4841",0
"4842",0
"4843",0
"4844",2.01762
"4845",17.3327
"4846",0
"4847",0
"4848",44.5887
"4849",0
"4850",5.1371
"4851",3.33478
"4852",9.66166
"4853",2.13222
"4854",7.53537
"4855",0
"4856",0
"4857",54.5388
"4858",0
"4859",2.86532
"4860",0
"4861",0
"4862",22.6988
"4863",3.03536
"4864",9.16727
"4865",0
"4866",0
"4867",0
"4868",0
"4869",1.7397
"4870",0
"4871",0
"4872",0
"4873",0
"4874",4.13516
"4875",0
"4876",0
"4877",0
"4878",69.9312
"4879",0
"4880",0
"4881",0
"4882",0
"4883",11.9988
"4884",9.71593
"4885",1.14874
"4886",1.50933
"4887",0
"4888",3.1991
"4889",0
"4890",42.4847
"4891",2.03616
"4892",1.09242e-05
"4893",1.87695
"4894",0
"4895",4.00562
"4896",241.7
"4897",13.5938
"4898",3.64023
"4899",0
"4900",6.77378
"4901",180.652
"4902",4.9534
"4903",13.7886
"4904",0
"4905",0
"4906",0
"4907",22.0659
"4908",3.56413
"4909",3.65976
"4910",5.8039
"4911",6.19911
"4912",0
"4913",0
"4914",0
"4915",11.7443
"4916",14.9724
"4917",0
"4918",0.987648
"4919",0
"4920",0
"4921",0
"4922",0
"4923",0
"4924",0
"4925",0
"4926",6.95871
"4927",0
"4928",0
"4929",0
"4930",0
"4931",0
"4932",0
"4933",2.02161
"4934",62.7048
"4935",0
"4936",0
"4937",0
"4938",28.8149
"4939",7.40357
"4940",12.8056
"4941",0
"4942",3.95705
"4943",0
"4944",2.03675
"4945",0
"4946",2.6866
"4947",12.2387
"4948",17.1851
"4949",0
"4950",38.4786
"4951",9.2995
"4952",0
"4953",0
"4954",0
"4955",1.91296
"4956",0
"4957",0
"4958",0
"4959",3.98014
"4960",0
"4961",0
"4962",0
"4963",0
"4964",0
"4965",0
"4966",0
"4967",0
"4968",2.26437
"4969",0
"4970",0
"4971",0
"4972",0
"4973",0
"4974",0
"4975",0
"4976",0
"4977",0
"4978",3.40685
"4979",0
"4980",0
"4981",0
"4982",0
"4983",13.4363
"4984",8.49213
"4985",0
"4986",0
"4987",0
"4988",2.11788
"4989",0
"4990",1.2362
"4991",0
"4992",0
"4993",0
"4994",1.74266
"4995",0
"4996",19.3787
"4997",12.8972
"4998",8.33694
"4999",14.6621
"5000",7.77811
"5001",0
"5002",47.1076
"5003",0
"5004",21.5772
"5005",6.23741
"5006",34.6573
"5007",76.581
"5008",5.49928
"5009",0
"5010",3.70281
"5011",0
"5012",0
"5013",0
"5014",0
"5015",0
"5016",0
"5017",0
"5018",0
"5019",0
"5020",6.3932
"5021",7.46643
"5022",0
"5023",0
"5024",30.0787
"5025",0
"5026",21.9194
"5027",0
"5028",0
"5029",6.24642
"5030",0
"5031",0
"5032",0
"5033",3.31855
"5034",0
"5035",3.45787
"5036",6.86469
"5037",2.628
"5038",0
"5039",0
"5040",0
"5041",0
"5042",44.5218
"5043",2.03372
"5044",40.4598
"5045",0.675744
"5046",0.687532
"5047",18.8846
"5048",0
"5049",20.3032
"5050",0
"5051",9.19364
"5052",0
"5053",8.67775
"5054",0
"5055",15.6754
"5056",21.9043
"5057",9.71857
"5058",0
"5059",0
"5060",698.956
"5061",30.6703
"5062",3.51212
"5063",3.25768
"5064",5.98634
"5065",0
"5066",0
"5067",66.8731
"5068",0
"5069",0
"5070",0
"5071",0
"5072",0
"5073",1.68178
"5074",0
"5075",2.76652
"5076",9.80846
"5077",1.35693e-05
"5078",1.36728e-05
"5079",0
"5080",0
"5081",2.47538
"5082",0
"5083",3.54253
"5084",0
"5085",0
"5086",0
"5087",0
"5088",20.7562
"5089",0
"5090",0
"5091",0
"5092",0
"5093",0
"5094",0
"5095",2.49196
"5096",0
"5097",0
"5098",6.06864
"5099",0
"5100",238.337
"5101",0
"5102",184.294
"5103",0
"5104",0
"5105",0
"5106",0
"5107",0
"5108",4.74127
"5109",0
"5110",0
"5111",0
"5112",0
"5113",3.50911
"5114",0
"5115",0
"5116",0
"5117",98.9913
"5118",1.57497
"5119",7.92882
"5120",2.09189
"5121",0
"5122",0
"5123",7.11537
"5124",3.11992
"5125",2.35834
"5126",0
"5127",0
"5128",4.06936
"5129",8.08655
"5130",0
"5131",0
"5132",0
"5133",0
"5134",0
"5135",0
"5136",0
"5137",10.3498
"5138",0
"5139",1.32335
"5140",0
"5141",0
"5142",0
"5143",2.39421
"5144",0
"5145",5.11143
"5146",0
"5147",0
"5148",0
"5149",0
"5150",0
"5151",0
"5152",0
"5153",0
"5154",0
"5155",5.25587
"5156",0
"5157",0
"5158",0
"5159",1.79858
"5160",1.8917
"5161",2.53513
"5162",0
"5163",0
"5164",0
"5165",3.54253
"5166",0
"5167",8.54749
"5168",0
"5169",4.14127
"5170",5.00217
"5171",5.40157
"5172",11.3111
"5173",6.4533
"5174",0
"5175",0
"5176",0
"5177",0
"5178",4.83654
"5179",4.05911
"5180",3.03536
"5181",153.497
"5182",1.81372
"5183",0
"5184",0
"5185",4.05911
"5186",0
"5187",0
"5188",34.5748
"5189",1.89083
"5190",0
"5191",0
"5192",0
"5193",0
"5194",53.5478
"5195",5.81617
"5196",8.3409
"5197",9.82989
"5198",4.23819e-05
"5199",2.85242
"5200",0
"5201",0
"5202",2.57501
"5203",7.52613
"5204",4.91334
"5205",0
"5206",21.9178
"5207",1.02244
"5208",11.2407
"5209",0
"5210",1.20135
"5211",0
"5212",0
"5213",14.8064
"5214",0
"5215",0
"5216",0
"5217",2.31171
"5218",4.79101
"5219",2.00992
"5220",1.66785
"5221",0.0146237
"5222",3.98223
"5223",0
"5224",0
"5225",0
"5226",0
"5227",14.2819
"5228",0
"5229",3.12579
"5230",0
"5231",0
"5232",0
"5233",0
"5234",0
"5235",0
"5236",0
"5237",13.9168
"5238",0
"5239",1.85781
"5240",0
"5241",1.9531
"5242",14.4549
"5243",0
"5244",0
"5245",0
"5246",6.18542
"5247",0
"5248",0
"5249",4.06201
"5250",4.75228
"5251",0
"5252",0
"5253",0
"5254",41.7507
"5255",82.5072
"5256",0
"5257",27.4608
"5258",0
"5259",5.02025
"5260",1.33719
"5261",0
"5262",0
"5263",6.43705
"5264",1.883
"5265",0
"5266",1.37539
"5267",0
"5268",0
"5269",0
"5270",0
"5271",0
"5272",5.10162
"5273",0
"5274",0
"5275",4.95664
"5276",0
"5277",0
"5278",0
"5279",0
"5280",0
"5281",3.14752
"5282",4.43769
"5283",0
"5284",0
"5285",0
"5286",0
"5287",2.34617
"5288",0
"5289",11.724
"5290",263.482
"5291",0
"5292",7.5911
"5293",0
"5294",110.745
"5295",0
"5296",0
"5297",0
"5298",79.3732
"5299",6.31123e-06
"5300",0
"5301",0
"5302",0
"5303",0
"5304",0
"5305",0
"5306",0
"5307",0
"5308",0
"5309",0
"5310",0
"5311",0
"5312",10.632
"5313",0
"5314",1.34554
"5315",0
"5316",0
"5317",64.8889
"5318",0.000388781
"5319",0.000350991
"5320",0
"5321",0
"5322",0
"5323",0
"5324",0
"5325",0
"5326",0
"5327",5.43356
"5328",0
"5329",43.5275
"5330",0
"5331",0
"5332",0
"5333",6.4639
"5334",9.78082
"5335",0
"5336",0
"5337",0
"5338",51.1403
"5339",0
"5340",0
"5341",2.13668
"5342",0
"5343",11.1188
"5344",84.9135
"5345",1.78449
"5346",1.77209
"5347",0
"5348",0
"5349",0
"5350",0
"5351",3.56103
"5352",211.577
"5353",0
"5354",14.2041
"5355",0
"5356",30.757
"5357",0
"5358",6.12983
"5359",0
"5360",0
"5361",0
"5362",21.9396
"5363",2.25813
"5364",9.05262
"5365",39.8759
"5366",7.71941
"5367",0
"5368",0
"5369",8.50637
"5370",0.855496
"5371",0
"5372",0
"5373",0
"5374",0
"5375",0
"5376",0
"5377",0
"5378",0
"5379",8.45365
"5380",0
"5381",41.5619
"5382",0
"5383",4.65504
"5384",5.21567
"5385",0
"5386",0
"5387",0
"5388",0
"5389",0
"5390",389.017
"5391",0
"5392",0
"5393",7.47954
"5394",4.20312
"5395",0
"5396",0
"5397",0
"5398",0
"5399",0
"5400",15.2638
"5401",4.08765
"5402",4.1123
"5403",5.73342
"5404",0
"5405",0
"5406",0
"5407",0
"5408",0
"5409",1.34289
"5410",6.61889
"5411",0
"5412",0
"5413",0
"5414",3.42683
"5415",0
"5416",11.0707
"5417",0
"5418",3.60178
"5419",0
"5420",0
"5421",0
"5422",1.86413
"5423",3.44135
"5424",22.6415
"5425",0
"5426",0
"5427",0
"5428",0
"5429",5.76292
"5430",6.40321
"5431",0
"5432",0
"5433",0
"5434",0
"5435",1.9531
"5436",58.1101
"5437",9.35592
"5438",96.3361
"5439",0
"5440",0
"5441",0
"5442",0
"5443",0
"5444",3.89305
"5445",4.25557
"5446",0
"5447",0
"5448",0
"5449",0
"5450",0
"5451",0
"5452",0
"5453",0
"5454",17.8362
"5455",8.35901
"5456",0
"5457",8.9664
"5458",0
"5459",89.8972
"5460",0
"5461",2.83482e-05
"5462",5.92563
"5463",8.03325
"5464",0.000188581
"5465",1.88473
"5466",3.06271
"5467",4.04062
"5468",0
"5469",0
"5470",3.94195
"5471",0
"5472",0
"5473",8.68106
"5474",0
"5475",25.0933
"5476",38.9646
"5477",58.8679
"5478",23.3104
"5479",0
"5480",0
"5481",0
"5482",4.02335
"5483",0
"5484",2.6212
"5485",18.3015
"5486",25.9296
"5487",1.68942
"5488",6.4639
"5489",0
"5490",0
"5491",4.06314
"5492",0
"5493",0
"5494",0
"5495",0
"5496",4.63914
"5497",0
"5498",0
"5499",2.9736
"5500",0
"5501",8.74189
"5502",0
"5503",0
"5504",0
"5505",0
"5506",4.68139
"5507",4.74105
"5508",4.87666
"5509",1.94752
"5510",0
"5511",23.7446
"5512",31.0495
"5513",0
"5514",0
"5515",2.16723
"5516",0
"5517",0
"5518",0
"5519",0.001797
"5520",4.44875e-06
"5521",1.83949
"5522",0
"5523",0
"5524",8.73331
"5525",0
"5526",0
"5527",3.42125
"5528",0
"5529",0
"5530",0
"5531",3.6145
"5532",0
"5533",0
"5534",0
"5535",0
"5536",0
"5537",0
"5538",26.0273
"5539",9.22958
"5540",0
"5541",0
"5542",0
"5543",1.95871
"5544",0
"5545",1.24409
"5546",0
"5547",0
"5548",0
"5549",79.6234
"5550",18.8779
"5551",34.4781
"5552",29.1529
"5553",0
"5554",0
"5555",0
"5556",27.5977
"5557",9.13209
"5558",0
"5559",0
"5560",27.7869
"5561",0
"5562",0
"5563",2.04179
"5564",0
"5565",0
"5566",6.86469
"5567",20.1163
"5568",0
"5569",1.65191
"5570",0
"5571",0
"5572",5.10187
"5573",0
"5574",0
"5575",0
"5576",0
"5577",3.06271
"5578",5.20546
"5579",34.8129
"5580",0
"5581",0
"5582",2892.85
"5583",0
"5584",0
"5585",2.45069
"5586",34.698
"5587",6.18542
"5588",0
"5589",0
"5590",0
"5591",0
"5592",0
"5593",0
"5594",0
"5595",2.18342
"5596",1.51998
"5597",2.64834
"5598",14.7384
"5599",6.34325
"5600",0
"5601",0
"5602",0
"5603",0
"5604",0
"5605",0
"5606",0
"5607",0
"5608",0
"5609",13.328
"5610",20.8328
"5611",10.4099
"5612",23.3139
"5613",17.1195
"5614",0
"5615",7.55605
"5616",0
"5617",113.087
"5618",2.12889
"5619",0
"5620",0
"5621",0
"5622",0
"5623",0
"5624",8.60801
"5625",203.204
"5626",41.9966
"5627",20.2989
"5628",4.11214
"5629",1.60777
"5630",24.1089
"5631",0
"5632",0
"5633",0
"5634",1.7744
"5635",0
"5636",0
"5637",19.3892
"5638",0
"5639",0
"5640",0
"5641",0
"5642",0
"5643",0
"5644",0
"5645",0
"5646",0
"5647",2.18575
"5648",0
"5649",0
"5650",0
"5651",3.47042
"5652",0
"5653",0
"5654",10.544
"5655",5.93822
"5656",0
"5657",4.30238
"5658",76.649
"5659",5.3514
"5660",0.000622066
"5661",17.7635
"5662",8.77941
"5663",0
"5664",15.798
"5665",2.72597
"5666",0
"5667",0
"5668",0
"5669",8.64603
"5670",1.57076
"5671",0
"5672",104.885
"5673",0
"5674",17.9449
"5675",0
"5676",4.26222
"5677",3.87971
"5678",0
"5679",0
"5680",0
"5681",1.82668
"5682",0
"5683",0
"5684",0
"5685",1.32549
"5686",0
"5687",2.15015
"5688",0
"5689",5.30672
"5690",0
"5691",2.71152
"5692",37.2773
"5693",170.285
"5694",0
"5695",0
"5696",5.40485
"5697",0
"5698",2.86934
"5699",393.375
"5700",0
"5701",0
"5702",0
"5703",19.3787
"5704",4.54111
"5705",0
"5706",0
"5707",33.5384
"5708",0
"5709",1.39177
"5710",8.92571
"5711",3.23716
"5712",6.70716
"5713",0
"5714",0
"5715",0
"5716",0
"5717",0
"5718",0
"5719",0
"5720",36.5262
"5721",0
"5722",95.5565
"5723",0
"5724",2.47383
"5725",2.35562
"5726",0
"5727",0
"5728",0
"5729",3.76067
"5730",0
"5731",0
"5732",2.3039
"5733",0
"5734",0
"5735",0
"5736",6.44212
"5737",9.39171
"5738",12.2965
"5739",13.3387
"5740",0
"5741",0
"5742",2.43844
"5743",0
"5744",3.40685
"5745",8.69656
"5746",4.76612
"5747",7.42579
"5748",1.98821
"5749",0
"5750",0
"5751",0.943996
"5752",0.923588
"5753",0
"5754",2.89164
"5755",0
"5756",30.2274
"5757",0
"5758",4.66537
"5759",3.84382
"5760",0
"5761",0
"5762",0
"5763",0
"5764",3.24744
"5765",0
"5766",0
"5767",163.027
"5768",0
"5769",0
"5770",7.0912
"5771",0
"5772",0
"5773",0
"5774",3.70281
"5775",19.6944
"5776",1.16065e-05
"5777",45.7145
"5778",0
"5779",7.0419
"5780",8.1015
"5781",0
"5782",6.35349
"5783",0
"5784",0
"5785",0
"5786",0
"5787",3.02277
"5788",3.58141
"5789",1.35535
"5790",52.9546
"5791",219.827
"5792",284.834
"5793",0
"5794",0
"5795",1.33414
"5796",4.71374
"5797",0
"5798",1.0281
"5799",0
"5800",29.0417
"5801",0
"5802",6.81893
"5803",0
"5804",0
"5805",7.89393
"5806",5.38778e-06
"5807",5.43316e-06
"5808",2.51488
"5809",0
"5810",0
"5811",0
"5812",0
"5813",0
"5814",0
"5815",0
"5816",0
"5817",0
"5818",7.9913
"5819",7.35255e-05
"5820",4.00351
"5821",0
"5822",1.47346
"5823",0
"5824",3.28382
"5825",9.21434
"5826",0
"5827",0
"5828",0
"5829",0
"5830",0
"5831",17.5305
"5832",0
"5833",14.7968
"5834",0
"5835",1.90936
"5836",0
"5837",0
"5838",0
"5839",3.03987
"5840",0
"5841",0
"5842",0
